chunk_id,question,context_preview,doc_id
G00072803-14-alplax-digest-web#0960,¿Qué tipo de medicamento es el derivado de las benzamidas?,Neuroléptico derivado de las benzamidas en asociación con un ansiolítico derivado de las benzodiacepinas.,G00072803-14-alplax-digest-web
G00073003-10-alplax-web#1040,¿Cuál es la cantidad de almidón pregelatinizado en cada comprimido de ALPLAX® 1?,"Azul brillante laca alumínica..........................................................................................0,009 mg Indigotina laca alumínica ......................................................................................…",G00073003-10-alplax-web
G00073406-03-ProspectoWebBiletan-BiletanForte-BiletanForte200#1120,¿Qué es el ácido tióctico (ácido α-lipoico) en el tratamiento de la polineuropatía diabética?,"YS 1-7003 blanco, Opaglos GS-2-0700 .................. c.s. ACCIÓN TERAPEÚTICA Antioxidante. Fármaco destinado al tratamiento de afecciones del tracto alimentario y metabolismo (código ATC: A16AX01). INDICACIONES Trastornos de la sensibilid…",G00073406-03-ProspectoWebBiletan-BiletanForte-BiletanForte200
G00074704-02-Cortipyren_B_web#1200,¿Cuál es la cantidad de Meprednisona en cada comprimido de CORTIPYREN B 4?,"Cada comprimido de CORTIPYREN® B 4 contiene: Meprednisona (16-β-metilprednisona) ....................................4,000 mg Excipientes: Almidón de Maíz ....................................................................... 32,280 mg Lac…",G00074704-02-Cortipyren_B_web
G00075301-12-web-calcimax#1280,¿Cuál es la dosis diaria recomendada de vitamina D para prevenir o tratar la osteoporosis en personas con inadecuado aporte de calcio?,"y la adolescencia, a un insuficiente aporte del mismo con los alimentos, o a un déficit de su absorción intestinal durante la menopausia y la ancianidad. En la osteoporosis, los suplementos de calcio son utilizados como prevención y tratami…",G00075301-12-web-calcimax
G00076103-09_foxetin-web#1360,¿Cuál medicamento está contraindicado con fluoxetina?,"norfluoxetina como inhibidor del metabolismo de varios sustratos de esta enzima, tales como astemizol, cisaprida y midazolam. Estos datos indican que no es probable que el grado de inhibición de la actividad de CYP3A4 producido por fluoxeti…",G00076103-09_foxetin-web
G00076604-04-elafax-web#1440,¿Cuántos días debe interrumpirse la venlafaxina antes de comenzar el tratamiento con un IMAO reversible?,"concentración máxima de haloperidol. Diazepam: Venlafaxina no afecta la farmacocinética de diazepam ni la de su metabolito activo, desmetildiazepam, ni los efectos psicomotores y psicométricos inducidos por diazepam. Imipramina: Venlafaxina…",G00076604-04-elafax-web
G00076702-09-elafax-web#1520,¿Cuál es el síntoma más comúnmente informado en casos de sobredosis con venlafaxina?,"venlafaxina (por ej., desarrollo de tolerancia, aumento de la dosis, conducta de búsqueda del fármaco). SOBREDOSIFICACIÓN Informes posteriores a la comercialización Han habido informes voluntarios de otros eventos adversos asociados con el …",G00076702-09-elafax-web
G00077101-11-INSOMNIUM#1600,¿Cuál es el efecto adverso más común observado con zopiclona?,El  evento  adverso  más  común  observado  con  zopiclona  es  la  disgeusia  (sensación  de  “sabor  amargo  en  la  boca”). Somnolencia y/o fallas en la coordinación son signos de intolerancia al fármaco o dosis excesivas. Los  siguiente…,G00077101-11-INSOMNIUM
G00078104-18-novacef-web#1680,¿Cuál es la dosis de Cefixima en cada comprimido recubierto de NOVACEF?,"vértigo. Muy raras: Hiperactividad Psicomotora. NOVACEF® comprimidos recubiertos: envases conteniendo 8 comprimidos recubiertos. Trastornos Hemolinfáticos: Raras: eosinofilias. Muy raras: pancitopenia, anemia hemolítica trombocitopenia, agr…",G00078104-18-novacef-web
G00078605-05-PAXON_web#1760,¿Qué precaución se debe tener al administrar losartán en pacientes con estenosis bilateral de la arteria renal?,"Hipersensibilidad Angioedema Se debe realizar un cuidadoso seguimiento de aquellos pacientes con antecedentes de angioedema (hinchazón de la cara, labios, garganta y/o lengua). Hipotensión y alteración del equilibrio hidroelectrolítico En a…",G00078605-05-PAXON_web
G00078705-13-paxon-d-web#1840,¿Cuál es el riesgo de cáncer de piel aumentado con PAXON®D?,"la capa vascular del ojo (derrame coroideo) o un aumento de la presión en el ojo y se pueden producir en un plazo de entre unas horas y unas semanas después de tomar PAXON®D. Si no se trata, esto puede llevar a una pérdida de visión permane…",G00078705-13-paxon-d-web
G00079203-10-damsel-web#1920,¿Cuál es el método anticonceptivo alternativo recomendado para las usuarias de DAMSEL antes de iniciar tratamiento con régimenes de fármacos combinados?,"Durante los ensayos clínicos con pacientes tratados por infecciones del virus de la hepatitis C (VHC) con medicamentos que contienen ombitasvir/paritaprevir/ritonavir y dasabuvir con o sin ribavirina, se produjeron aumentos en los niveles d…",G00079203-10-damsel-web
G00080601-15-propranolol-web#2000,¿Cuál medicamento puede aumentar los niveles plasmáticos de propranolol?,La eliminación de la teofilina se ve afectada cuando es administrada conjuntamente con propranolol. El propranolol disminuye la eliminación de la antipirina y la lidocaína  cuando son administrados en forma conjunta aumentando la toxicidad …,G00080601-15-propranolol-web
G00081003-05-damsella-web#2080,¿Cuándo puede comenzar a tomar DAMSELLA® si cambia de otro anticonceptivo combinado de 28 comprimidos?,"si el sangrado continúa o no. Esto significa, que siempre comenzará el mismo día de la semana con el nuevo envase y de este modo evitará olvidos o alteraciones en el ritmo de tomas. ¿Cuándo comenzar el primer envase de DAMSELLA®? Si aún no …",G00081003-05-damsella-web
G00081407-13-sinlip-web#2160,¿Cuál es el riesgo estimado de defectos de nacimiento mayores con rosuvastatina?,"conejos hubo una menor supervivencia de las crías y fetos con una dosis 12 veces superior y equivalente, respectivamente, a la MRHD de 40 mg/día (véase Datos en animales). Se desconoce el riesgo de fondo estimado de defectos de nacimiento m…",G00081407-13-sinlip-web
G00082402-14-ProspectoWebTamoxifeno#2240,¿Cuál es el riesgo de desarrollar coágulos sanguíneos con TAMOXIFENO GADOR?,en el tratamiento de determinadas formas de infertilidad (infertilidad anovulatoria). ¿CUÁL ES LA INFORMACIÓN MÁS IMPORTANTE QUE DEBO SABER SOBRE TAMOXIFENO GADOR?. Los beneficios de TAMOXIFENO GADOR superan sus riesgos en el tratamiento de…,G00082402-14-ProspectoWebTamoxifeno
G00087203-06-april-28-web#2320,¿Qué síntoma puede exacerbar los estrógenos en mujeres con angioedema hereditario?,"50% de los casos de durante los primeros 6 meses de uso. El tipo y la dosis de progestágeno pueden ser importantes. En caso de sangrado por deprivación o de cualquier sangrado vaginal anormal, se deben evaluar las posibles causas no hormona…",G00087203-06-april-28-web
G00088203-02-gavin-web#2400,¿Cuál es el nombre del medicamento que se encuentra en envases de 30 cápsulas?,"¿Cuáles son las presentaciones de GAVIN®? Si experimenta cualquier tipo de efecto adverso, consulte a su médico, incluso si se trata de posibles efectos adversos que no aparecen en este prospecto. “Ante cualquier inconveniente con el produc…",G00088203-02-gavin-web
G00093102-03-SOMIT-_CR-web#2480,¿Cuál es la dosis recomendada de zolpidem para pacientes mayores?,"no deberá utilizarse durante el embarazo. Si se prescribe el producto en la mujer en edad fértil, se le debe advertir que contacte a su médico para suspender el tratamiento si tiene la intención de quedar embarazada o si sospecha que está e…",G00093102-03-SOMIT-_CR-web
G00100201-00-ProspectoWebTonibral#2560,¿Cuál es la dosis recomendada para pacientes mayores de 65 años que toman TONIBRAL?,TONIBRAL® con o sin alimentos. El tratamiento debe ser iniciado y supervisado por un médico experimentado en el diagnóstico y tratamiento de la demencia tipo Alzheimer. El tratamiento se debe iniciar únicamente si se dispone de un cuidador …,G00100201-00-ProspectoWebTonibral
G00105201-02-ProspectoWebRisperinSolOral#2640,¿Cuál es la dosis máxima recomendada de RISPERIN para adolescentes con manía bipolar?,"semanas con la medicación. Sin embargo, los pacientes deberían ser reevaluados para determinar la necesidad del tratamiento de mantenimiento con una dosis adecuada. Adolescentes: La administración de RISPERIN® deberá iniciarse con una dosis…",G00105201-02-ProspectoWebRisperinSolOral
G00108303-06-atripla-web#2720,¿Cuál es la concentración de efavirenz que inhibe la replicación del VIH-1 en cultivos celulares?,"FTC. El 5’-trifosfato de emtricitabina inhibe la actividad de la retrotranscriptasa del VIH-1, al competir con el sustrato natural 5’-trifosfato de desoxicitidina e incorporarse al ADN viral incipiente, lo que produce la terminación de la c…",G00108303-06-atripla-web
G00110401-02-Eplerona#2800,¿Cuál es el nombre del medicamento con la cantidad de eplerenona 25 mg?,"429, C1414CUI, Ciudad Autónoma de Buenos Aires. Directora Técnica: Olga N. Greco, Farmacéutica Especialidad medicinal autorizada por el Ministerio de Salud. Certificado No 53.514. Fecha de última revisión: 09/2010 G00110401-02 Venta bajo re…",G00110401-02-Eplerona
G00117703-04-GADOLIP-Prospecto-web#2880,¿Cuál es la cantidad de Fenofibrato de Colina equivalente en cada cápsula de GADOLIP?,"cápsula de liberación prolongada de GADOLIP® 45 contiene: Ácido fenofíbrico (equivalente a 59,564 mg de Fenofibrato de Colina) ..................................................................................45 mg Excipientes: Hidroxipropi…",G00117703-04-GADOLIP-Prospecto-web
G00139604-04-femiden-web#2960,¿Cuál es la cantidad de lactosa monohidrato en cada comprimido recubierto blanco de FEMIDEN?,"contiene: Estradiol (como hemihidrato) ........................................................1,50 mg Acetato de nomegestrol .................................................................2,50 mg Excipientes: Lactosa monohidrato.........…",G00139604-04-femiden-web
G00146807-04-DIOCAM_web#3040,¿Cuál es el medicamento que debe utilizarse con precaución en pacientes con porfiria?,"dificultades para manejar secreciones. A causa de ello, y de la posibilidad de causar depresión respiratoria, Clonazepam debe utilizarse con precaución en pacientes con enfermedades respiratorias crónicas. Pruebas de laboratorio durante el …",G00146807-04-DIOCAM_web
G00152103-05-Stribild_web#3120,¿Cuál sustitución en la TR del VIH-1 reduce la susceptibilidad al tenofovir DF?,"fracasos virológicos con datos evaluables (N=1) en los estudios clínicos realizados con sujetos infectados por el VIH-1, con supresión virológica y sin antecedentes de fracaso virológico, los estudios 115 y 121 [ver Estudios clínicos (8)] f…",G00152103-05-Stribild_web
G00157803-05-dimeful-web#3200,¿Cuál fue el porcentaje de pacientes que notificaron dismenorrea con Dimetilfumarato?,"adversos notificados con mayor frecuencia con Dimetilfumarato. Se notificaron trastornos respiratorios, torácicos y mediastínicos en un 32 % de los pacientes tratados con Dimetilfumarato frente a un 11 % en los pacientes tratados con interf…",G00157803-05-dimeful-web
G00159600-03-PYXIS#3280,¿Cuál es la cantidad de perampanel en cada comprimido recubierto de PYXIS 12?,30 ............................................................................... c.s. Cada comprimido recubierto de PYXIS® 8 contiene: Perampanel ............................................................................................…,G00159600-03-PYXIS
G00159600-03-PYXIS#3360,¿Cuál es la cantidad de perampanel en cada comprimido recubierto de PYXIS 2?,"Cada comprimido recubierto de PYXIS® 2 contiene: Perampanel ..................................................................................................................................................... 2 mg Excipientes: Povidona, La…",G00159600-03-PYXIS
G00159600-03-PYXIS#3440,¿Qué precaución debe tomar al consumir alcohol con PYXIS?,"• Un pequeño número de personas tratadas con antiepilépticos tuvieron pensamientos de hacerse daño o suicidarse. Si usted ha experimentado estos pensamientos, contacte de inmediato al médico. • PYXIS® puede producir mareos o somnolencia, es…",G00159600-03-PYXIS
G00159600-03-PYXIS#3520,¿Se recomienda ajustar la dosis de perampanel en pacientes con insuficiencia renal moderada?,Los estudios en ratas lactantes han mostrado que perampanel y/o sus metabolitos se excretan en la leche. Se desconoce  si perampanel se excreta en la leche materna humana. No se puede excluir el riesgo en recién nacidos/niños. Se debe  deci…,G00159600-03-PYXIS
G00163404-02-Reliveran-web-1#3600,¿Cuánto metoclopramida clorhidrato anhidro contiene cada 100 ml de Reliverán® Solución (Gotas 5 ‰ Adultos)?,mg) ...............................10 mg Excipientes: Carboximetilalmidón sódico; Estearato de magnesio; Talco; Dióxido de silicio; Celulosa microcristalina; Sacarina sódica; Ciclamato de sodio; Esencia de cereza; Esencia de menta ......c.s…,G00163404-02-Reliveran-web-1
G00166101-00-Tonibral-XR#3680,¿Cuál es la acción que debe tomar el paciente si ha cambiado su dieta de manera sustancial y toma TONIBRAL XR?,Debe informar a su médico si ha cambiado recientemente o tiene la intención de cambiar su dieta de manera  sustancial  (por  ejemplo  de  dieta  normal  a  dieta  vegetariana  estricta)  o  si  padece  acidosis  tubular  renal  (exceso de s…,G00166101-00-Tonibral-XR
G00166101-00-Tonibral-XR#3760,¿Cuál es la dosis de memantina que no produjo efectos adversos en ratas embarazadas?,No existen estudios adecuados y bien controlados con memantina de liberación prolongada en mujeres embarazadas. TONIBRAL® XR sólo debe usarse durante el embarazo si el beneficio potencial justifica el riesgo potencial para el feto. Cuando s…,G00166101-00-Tonibral-XR
G00170003-03-complera-web#3840,¿Cuál es la edad mínima para que un paciente reciba el medicamento COMPLERA?,NA = No aplicable. SD= Desviación estándar. a. Cálculos de la FC poblacional de RPV 25 mg una vez por día en sujetos adultos infectados por HIV-1 sin tratamiento antirretroviral previo (datos reunidos de los ensayos de Fase 3 hasta la Seman…,G00170003-03-complera-web
G00171106_03-web-luradon#3920,¿Cuál es la cantidad de Lurasidona clorhidrata en cada comprimido recubierto de LURADON?,Cada comprimido recubierto de LURADON® 20 contiene: Lurasidona clorhidrato ...................................................................... 20 mg Manitol ................................................................................…,G00171106_03-web-luradon
G00171106_03-web-luradon#4000,¿Cuál es la frecuencia de distonía en pacientes pediátricos con depresión bipolar tratados con lurasidona?,"mg) en comparación con el 0% de los pacientes que recibieron placebo. Ningún paciente abandonó el estudio por eventos distónicos. Depresión bipolar, adultos En un estudio controlado con placebo, de dosis flexibles y de corta duración en dep…",G00171106_03-web-luradon
G00178002-03-POMALID_web#4080,¿Cuál es la frecuencia de disminución del apetito como reacción adversa en pacientes que toman este medicamento?,"Ocasionales: neutropenia febril, pancitopenia. • Reacciones adversas de Grado 3-4. Frecuentes: neutropenia, trombocitopenia, anemia. Ocasionales: neutropenia febril, leucopenia. Trastornos del metabolismo y de la nutrición • Todas las reacc…",G00178002-03-POMALID_web
G00179604-04-harvoni-web#4160,¿Cuántas veces superior fue la exposición de ledipasvir en ratas hembra comparada con la exposición humana?,"totalmente incluyente. 7.3 TOXICOLOGÍA PRECLÍNICA Ledipasvir En los estudios con ratas y perros, no se identificaron órganos diana en términos de toxicidad con ledipasvir a exposiciones con un AUC aproximadamente 7 veces superior a la expos…",G00179604-04-harvoni-web
G00185703-01-web-genvoya#4240,¿Cuántos adultos participaron en el estudio con TAF?,"(18,4) 14,6 (20,0) 10,0 (19,6) EVGe 22.797,0 (34,7) 2.113,1 (33,7) 287,3 (61,7) COBIe 9.459,1 (33,9) 1.450,3 (28,4) 20,6 (85,2) Adultos GENVOYA® FTCe 11.714,1 (16,6) 2.056,3 (20,2) 95,2 (46,7) TAFf 206,4 (71,8) 162,2 (51,1) N/A TFVf 292,6 (…",G00185703-01-web-genvoya
G00186800-00-ProspectoWebOmnipil#4320,¿Qué pacientes deben iniciar el tratamiento con OMNIPIL® con precaución?,en pacientes que consuman cantidades importantes de alcohol y/o con antecedentes de enfermedad hepática. Se recomienda el monitoreo de la función hepática en los pacientes que toman OMNIPIL®. Pacientes de edad avanzada En pacientes de edad …,G00186800-00-ProspectoWebOmnipil
G00189102-02-sinlip-prevent-web#4400,¿Cuál es el medicamento que puede ocasionar problemas musculares graves (rabdomiólisis) cuando se combina con Rosuvastatina?,"piel, ampollas y/o llagas en la boca después de tomar rosuvastatina u otros medicamentos relacionados. Si se encuentra en alguna de las situaciones anteriormente mencionadas (o no está seguro) por favor, vuelva a consultar a su médico. ¿Qué…",G00189102-02-sinlip-prevent-web
G00198902-02-duxetin-web#4560,¿Cuál es la dosis máxima estudiada de DUXETIN para pacientes adultos?,de manera adecuada la seguridad de las dosis mayores a 120 mg/día. Reevaluar periódicamente para determinar la necesidad de seguir el tratamiento de mantenimiento y la dosis apropiada para dicho tratamiento [véase Estudios clínicos]. Pacien…,G00198902-02-duxetin-web
G00202202-02-descovy-web-1#4640,¿Cuál fue la tasa de éxito virológico en la semana 48 para los pacientes que cambiaron a DESCOVY?,en una proporción 1:1 a cambiar a DESCOVY® (N = 280) mientras mantenían su tercer fármaco basal o a permanecer bajo su tratamiento basal con abacavir/lamivudina (N = 276). Los pacientes fueron estratificados según la clase del tercer fármac…,G00202202-02-descovy-web-1
G00207700-00-Divalprex_ER-web#4720,¿Cuál es la cantidad de hidroxipropilmetilcelulosa en cada comprimido de liberación extendida de DIVALPREX® ER 250?,"Cada comprimido de liberación extendida de DIVALPREX® ER 250 contiene: Divalproato de sodio (equivalente a 250 mg de Acido valproico) .. 269,05 mg Hidroxipropilmetilcelulosa K 15 M CR ......................................... 227,5 mg Lacto…",G00207700-00-Divalprex_ER-web
G00208702-03-arkus-web#4800,¿Cuál es la cantidad de dióxido de titanio en cada comprimido recubierto?,"indigotina (CI 73015) ..................... 0,001 mg Laca alumínica de amarillo de quinoleína (CI 47005) ............... 0,02 mg Hidroxipropilmetilcelulosa1) .................................................... 1,877 mg Triacetina1) .......…",G00208702-03-arkus-web
G00208702-03-arkus-web#4880,¿Quién no debe tomar ARKUS®?,"a usted, y no debe dárselo a otras personas aunque tengan los mismos síntomas que usted, ya que puede perjudicarles. • Si experimenta efectos no deseados, CONSULTE A SU MÉDICO, incluso si se trata de posibles efectos adversos que no aparece…",G00208702-03-arkus-web
G00211003-04-BIKTARVY-web#4960,¿Cuál fue el porcentaje de pacientes con ARN del VIH-1 ≥ 50 copias/ml en la semana 48 en el grupo que recibió B/F/TAF?,menos 6 meses (si se documentó o se sospechó resistencia a los ITIAN) o 3 meses (si no se documentó o se sospechó resistencia a los ITIAN) antes del ingreso en el estudio. Los pacientes se aleatorizaron para cambiar a B/F/TAF (n = 284) o ma…,G00211003-04-BIKTARVY-web
G00213501-01-web#5040,¿Qué dos medicamentos se combinan en TEZACAR?,TEZACAR® TEZACAFTOR 100 mg / IVACAFTOR 150 mg IVACAFTOR 150 mg Comprimidos recubiertos Venta bajo receta archivada. Industria Argentina.,G00213501-01-web
G00213501-01-web#5120,¿Cuál es la cantidad de Ivacaftor en cada comprimido recubierto amarillo?,sin una nueva receta médica”. Información para el paciente Composición Cada comprimido recubierto amarillo de Tezacaftor/Ivacaftor contiene: Ivacaftor ........................................................................................ …,G00213501-01-web
G00218302-03-carfizol-web#5200,¿Cuántas horas antes del daratumumab se administra dexametasona?,"1 y los días 1, 8, 15 y 22 del ciclo 2; después, cada 2 semanas durante 4 ciclos (ciclos del 3 al 6) y, a continuación, cada 4 semanas en los ciclos restantes o hasta la progresión de la enfermedad. En los días en los que se administran más…",G00218302-03-carfizol-web
G00222100-00-midax-web#5280,¿Cuál es la cantidad de Olanzapina en cada comprimido recubierto de MIDAX?,"cP ..................................................................................1,185 mg HPMC 6 cP ..................................................................................1,185 mg Dióxido de titanio...........................…",G00222100-00-midax-web
G00224203-05-trixacar-web#5360,¿Cuántas horas debe haber transcurrido desde la dosis omitida de la mañana para tomarla tan pronto como sea posible?,"la mañana dos veces por semana, aproximadamente con 3 a 4 días de diferencia. No se debe tomar la dosis de la noche del comprimido celeste de ivacaftor de TRIXACAR® COMPRIMIDOS RECUBIERTOS. Alternar el calendario de posología diaria de la s…",G00224203-05-trixacar-web
G00226200-00-Ambisome-SD-Prospecto-web#5440,¿Cuál es la dosis máxima de AMBISOME® recomendada por kg de peso corporal?,"quedar embarazada, consulte a su médico antes de tomar este medicamento. Su médico le recetará este medicamento solamente si considera que los beneficios del tratamiento superan los riesgos para usted y su bebé o el feto en gestación. Condu…",G00226200-00-Ambisome-SD-Prospecto-web
G00229001-01-fucsia-web#5520,¿Cuál es el peso de la Drospirenona en cada comprimido recubierto fucsia?,Cada comprimido recubierto fucsia (activo) contiene: Drospirenona .........................................................................................4 mg Excipientes: Celulosa microcristalina PH 102 ...................................…,G00229001-01-fucsia-web
G00230200-00-revixil-web#5600,¿Cuánto cloruro de sodio contiene cada mililitro de REVIXIL?,Cada mililitro de solución inyectable de REVIXIL® 20 contiene: Plerixafor .........................................................................................20 mg Excipientes: Cloruro de sodio .........................................…,G00230200-00-revixil-web
G00235500-00-benlipid-web#5680,¿Cuál es la vida media del ácido bempedoico en humanos?,"la administración de dosis repetidas fue del 18 % y permaneció constante en el tiempo. Ambos compuestos se convierten en conjugados de glucurónido inactivos in vitro por el UGT2B7. El ácido bempedoico, ESP15228 y sus formas conjugadas respe…",G00235500-00-benlipid-web
G00241300-00-destelle-web#5760,¿Cuál es el contenido de la cera carnauba en cada comprimido recubierto blanco de DESTELLE?,"........................................................................ 0,465 mg Cera carnauba2) ............................................................................. 0,006 mg Cera blanca2) .........................................…",G00241300-00-destelle-web
G00241901-01-ligonux-web#5840,¿Cuál es el efecto secundario muy frecuente del medicamento LIGONUX® que puede afectar a más de 1 de cada 10 personas?,sufran. Los efectos secundarios relacionados con la punción lumbar pueden ocurrir mientras se administra LIGONUX® o poco después. La mayoría de estos efectos secundarios se informan dentro de las 72 horas del procedimiento. Efectos secundar…,G00241901-01-ligonux-web
Hipolipol_Ez_5_10_mg__D6769-E-6430-01-Inst.-Hipolipol-EZ-5-10-600x200-mm-Uhlmann-web#5920,¿Cuál es el mecanismo de acción del Ezetimibe?,"separados, a la misma dosis que en la combinación fija. • Prevención de eventos cardiovasculares HIPOLIPOL EZ está indicado para reducir el riesgo de eventos cardiovasculares en pacientes con antecedentes de enfermedad coronaria y síndrome …",Hipolipol_Ez_5_10_mg__D6769-E-6430-01-Inst.-Hipolipol-EZ-5-10-600x200-mm-Uhlmann-web
Imecot_AP_500__Instruccion-Imecot-AP-500-web#6000,¿Cuál es el efecto de la furosemida en los niveles de metformina?,"después de que el episodio agudo sea resuelto. La efectividad de los fármacos antidiabéticos en el descenso de la glucosa sanguínea a un nivel deseado disminuye en muchos pacientes a lo largo de un período de tiempo. Este fenómeno, el cual …",Imecot_AP_500__Instruccion-Imecot-AP-500-web
Iset_Respiratorio__D3391-E-3066-01-Instruccion-Iset-Respiratorio-180x390-mm-1-comprimido#6080,¿Cuál es la temperatura óptima para conservar ISET RESPIRATORIO?,anafilácticas. Raramente: - tos irritativa; - rinorrea (goteo nasal); - sialorrea (exceso de producción de saliva); - retorcijones; - constipación y disuria. ¿Cómo conservar ISET RESPIRATORIO? - Conservar entre 15 y 30°C. - Luego de prepara…,Iset_Respiratorio__D3391-E-3066-01-Instruccion-Iset-Respiratorio-180x390-mm-1-comprimido
Lemidal__Instruccion-Lemidal-editable#6160,¿Cuál es el tratamiento específico para una sobredosificación de aripiprazol?,"la proporción de paciente que alcanzaron criterio de ganancia de peso de ≥7% de peso corporal [aripiprazol (5%) comparado con placebo (1%)]. En un estudio de 3 semanas en adultos con manía, el promedio de ganancia de peso en pacientes trata…",Lemidal__Instruccion-Lemidal-editable
Loplac_XR__Para-web-D2586-Instruccion-Loplac-XR-200-x-300-mm#6240,¿Cuál es la dosis habitual de LOPLAC XR para pacientes con presión arterial alta?,prescripto sólo para su problema médico actual. No lo recomiende a otras personas”. “Ante cualquier inconveniente con el producto el paciente puede llenar la ficha que está en la Página Web de la ANMAT http://anmat.gov.ar/farmacovigilancia/…,Loplac_XR__Para-web-D2586-Instruccion-Loplac-XR-200-x-300-mm
