chunk_id,question,answer
03-Prospecto-Gadopril#0029,¿Qué pacientes deben evitar el uso concomitante de Gadopril®?,"Pacientes con antecedentes de angioedema en relación a tratamientos con inhibidores de la ECA, pacientes con angioedema ideopático o hereditario, segundo y tercer trimestres del embarazo."
03-Prospecto-Gadopril#0030,¿Cuál es el efecto que Gadopril puede ocasionar en pacientes con insuficiencia cardiaca y presión arterial normal o baja?,Un descenso adicional de la presión arterial sistémica.
03-Prospecto-Gadopril#0031,¿Cuál es el síntoma que puede ocurrir en pacientes tratados con Gadopril®?,"Edema angioneurótico de la cara, extremidades, labios, lengua, glotis y/o laringe."
03-Prospecto-Gadopril#0032,¿Cuál es el medicamento que está contraindicado debido al riesgo elevado de sufrir angioedema?,Sacubitril/valsartán
03-Prospecto-Gadopril#0033,¿Cuál es el efecto de los inhibidores de la ECA en pacientes con hipertensión?,Los inhibidores de la ECA bloquean la formación de angiotensina II inducida por la liberación compensadora de renina en pacientes sometidos a operaciones de cirugía mayor o durante la anestesia con agentes que provocan hipotensión.
03-Prospecto-Gadopril#0034,¿Cuál medicamento puede causar hiperpotasemia en pacientes con insuficiencia renal?,Los IECA pueden causar hiperpotasemia porque inhiben la liberación de aldosterona.
03-Prospecto-Gadopril#0035,¿Cuál medicamento puede aumentar el riesgo de angioedema cuando se usa concomitante con Gadopril?,"racecadotril, inhibidores de mTOR (por ejemplo, sirolimus, everolimus, temsirolimus) y vildagliptina"
03-Prospecto-Gadopril#0036,¿Cuál medicamento puede reducir el efecto antihipertensivo de los antagonistas del receptor de la angiotensina II o de los inhibidores de la ECA?,"Los medicamentos antiinflamatorios no esteroideos (AINEs), incluyendo a los inhibidores selectivos de la ciclooxigenasa-2 (COX-2)"
03-Prospecto-Gadopril#0037,¿Cuál es el efecto potencial del alcohol en los inhibidores de la ECA?,El alcohol potencia el efecto hipotensor de los inhibidores de la ECA.
03-Prospecto-Gadopril#0038,¿Cuándo debe interrumpirse el tratamiento con inhibidores de la ECA?,Cuando se confirme el embarazo.
03-Prospecto-Gadopril#0039,¿Cuál es la población que no debe recibir Gadopril®?,"Recién nacidos y pacientes pediátricos con un índice de filtración glomerular < 30 ml/min/1,73 m2"
03-Prospecto-Gadopril#0040,¿Cuál es el efecto de enalapril sobre la presión arterial en pacientes de raza negra?,Enalapril es menos efectivo disminuyendo la presión arterial en pacientes de raza negra.
03-Prospecto-Gadopril#0041,¿Qué efecto adverso puede causar enalapril en pacientes de alto riesgo?,Excesiva hipotensión
03-Prospecto-Gadopril#0042,"¿Qué síntomas pueden incluir erupción, fotosensibilidad u otras manifestaciones cutáneas?","erupción, fotosensibilidad u otras manifestaciones cutáneas"
03-Prospecto-Gadopril#0043,¿Cuál es el tratamiento recomendado para la sobredosificación de maleato de enalapril?,La administración por perfusión intravenosa de suero salino normal.
03-Prospecto-Gadopril#0044,¿Cuál es el tratamiento indicado para bradicardia resistente al tratamiento?,La implantación de un marcapasos.
03-Prospecto-Gadopril#0045,¿Qué es el certificado número de la especialidad medicinal autorizada?,38.876
E.DP_.Caps_.Gador_.v01_web#0046,¿Cuál es la cantidad de Vitamina E en cada cápsula blanda del medicamento DEKAs® PLUS?,150 UI
E.DP_.Caps_.Gador_.v01_web#0047,¿Cuál es la cantidad de Levadura de selenio en cada cápsula blanda?,75 mg
EmoformTotalG00075702-09-web#0048,¿Qué es el etidronato disódico que se encuentra en Emo form Total?,Impide el crecimiento y aposición del sarro
EmoformTotalG00075702-09-web#0049,¿Cuál es la disposición ANMAT del producto de Higiene Oral de Uso Odontológico?,Disposición N° 0645/13
FILTEN-D-G00081104-05#0050,¿Cuál es el código ATC de FILTEN D?,C03AX01
FILTEN-D-G00081104-05#0051,¿Cuál es la vida media de eliminación del hidroclorotiazida?,Entre 6 a 18 horas
