chunk_id,question,context_preview,doc_id
G00081202-17-ProspectoWebRisperin#2720,¿Cuál es el principio activo presente en cada comprimido recubierto de RISPERIN® 1?,"COMPOSICIÓN:  Cada comprimido recubierto de RISPERIN® 0,25 contiene: Risperidona ..................................................................... 0,25 mg Excipientes: Cellactosa, Dióxido de silicio coloidal, Croscaramelosa sódica, Este…",G00081202-17-ProspectoWebRisperin
G00082303-05-novo-insomnium-web#2805,¿Es necesario ajustar la dosis de eszopiclona en pacientes con disfunción renal?,"en los pacientes ancianos, la dosis inicial de NOVO INSOMNIUM® no debe exceder los 2 mg. Sexo y raza La farmacocinética de eszopiclona es similar en hombres y mujeres, y entre las diferentes razas. Disfunción hepática NOVO INSOMNIUM® debe a…",G00082303-05-novo-insomnium-web
G00082701-12-ProspectoWebTridestanN#2890,¿Cuál es el efecto adverso del anticonceptivo oral que puede provocar edema?,"Los que siguen son EA graves que han sido descriptos (ver también Advertencias):  tromboflebitis,  trombosis  venosa,  tromboembolismo arterial, embolia pulmonar, infarto de miocardio, hemorragia cerebral, trombosis cerebral, hipertensión a…",G00082701-12-ProspectoWebTridestanN
G00088203-02-gavin-web#2975,¿Cuál es el t1/2 medio de la pregabalina en pacientes pediátricos de 7 años y mayores?,de edad similares a las observadas en adultos tratados por convulsiones de inicio parcial en dosis eficaces es necesario un régimen de administración basado en el peso El t1/2 medio es de 3 a 4 horas en sujetos pediátricos de hasta 6 años d…,G00088203-02-gavin-web
G00089303-02-prografxl-web#3060,¿El uso de ketoconazol puede disminuir los niveles de tacrolimus en sangre?,"urémico). Informe a Los niveles de PROGRAF® XL en sangre pueden verse afectados tan pronto como comience a tomar otro medicamento; por lo tanto, puede ser necesario controlar el nivel de PROGRAF® XL en sangre durante los primeros días de ha…",G00089303-02-prografxl-web
G00096804-03-web#3145,¿Es alérgico a glimepirida o a otras sulfonilureas?,"se le ha prescripto solo a Usted, y no deberá compartirlo con otras personas, ya que puede ser perjudicial. Si presenta efectos adversos consulte a su médico, incluso si se trata de efectos adversos no incluidos en esta información. ¿Qué es…",G00096804-03-web
G00101203-00-HipoglutMetWeb#3230,¿Cuál es la dosis oral mínima efectiva de Glimepirida en personas sanas?,de glucosa y de la protección de las células beta de la desensibilización y del agotamiento prematuro. Efecto insulino-sensibilízante: la Glimepirida aumenta la acción de la insulina sobre la captación periférica de glucosa (datos en humano…,G00101203-00-HipoglutMetWeb
G00105201-02-ProspectoWebRisperinSolOral#3315,¿Puede inducir priapismo el medicamento Risperidona?,pueden inducir priapismo y existiría la posibilidad que risperidona pueda compartir esta capacidad. Efecto antiemético: Risperidona tiene un efecto antiemético. Este efecto puede enmascarar los signos y síntomas de sobredosis con ciertas dr…,G00105201-02-ProspectoWebRisperinSolOral
G00108303-06-atripla-web#3400,¿Cuál es el fármaco que puede cambiar los parámetros farmacocinéticos del tenofovir?,"Tabla 3. Interacciones farmacológicas:  Cambios en los parámetros farmacocinéticos del tenofovir en presencia del fármaco administrado concomitantementea,b  Fármaco administrado concomitantemente",G00108303-06-atripla-web
G00110401-02-Eplerona#3485,¿A qué pacientes está contraindicado el medicamento Eplerona?,"CONTRAINDICACIONES:  EPLERONA® está contraindicado en todos los pacientes con: Hipersensibilidad a eplerenona o a cualquiera de los excipientes. Pacientes con nivel de potasio sérico > 5,0 mmol/L al inicio del tratamiento Pacientes con insu…",G00110401-02-Eplerona
G00117703-04-GADOLIP-Prospecto-web#3570,¿Cuál es el porcentaje de aumento en la concentración del glucurónido de Ezetimibe después de 10 días?,"Fluvastatina, 40 mg en una única dosis: (+)-3R, 5S-Fluvastatina  160 mg1 de fenofibrato una vez al día durante 7 días  Simvastatina, 80 mg una vez al día durante 7 días  Ácido de Simvastatina  ↓ 36%  ↓ 11%  Simvastatina  ↓ 11%  ↓ 17%  Inhib…",G00117703-04-GADOLIP-Prospecto-web
G00127802-03-Deslafax-web#3655,¿Quién no debe tomar DESLAFAX® si tiene menos de 18 años?,"migraña, como los triptanos - Medicamentos usados para tratar alteraciones del humor, ansiedad y trastornos del pensamiento o psicóticos, incluyendo antidepresivos tricíclicos, litio, inhibidores de la recaptación de serotonina, inhibidores…",G00127802-03-Deslafax-web
G00139604-04-femiden-web#3740,¿Cuál es el efecto adverso más frecuente que puede presentar FEMIDEN®?,"o :  - Deje de tomar inmediatamente los comprimidos rosa. - Continúe directamente con los 4 comprimidos blancos. - Luego comience un nuevo envase.  quedarse embarazada, pregunte primero al médico acerca de otros métodos anticonceptivos. Si …",G00139604-04-femiden-web
G00152103-05-Stribild_web#3910,¿Cuál porcentaje de sujetos tratados con STRIBILD® logró el éxito virológico en el estudio GS-US-2360115a?,"mm3 (intervalo: 100-1614). La aleatorización se estratificó según el uso de efavirenz en el régimen basal. En la selección, los sujetos estaban recibiendo efavirenz (78 %) (predominantemente en forma de ATRIPLA (efavirenz, emtricitabina y t…",G00152103-05-Stribild_web
G00159600-03-PYXIS#4080,¿El consumo de alcohol mientras se administra PYXIS puede disminuir el estado de alerta?,"PRECAUCIONES A TOMAR DURANTE EL TIEMPO QUE SE UTILIZA PYXIS®:  • Un pequeño número de personas tratadas con antiepilépticos tuvieron pensamientos de hacerse daño o suicidarse. Si usted ha experimentado estos pensamientos, contacte de inmedi…",G00159600-03-PYXIS
G00159600-03-PYXIS#4165,¿Cuál fue la tasa de discontinuación del tratamiento debido a reacciones adversas en pacientes que recibieron perampanel a dosis recomendadas de 12 mg/día?,"Reacciones adversas que dieron lugar a la discontinuación del tratamiento:  En los ensayos clínicos de fase III controlados, la tasa de discontinuación debida a una reacción adversa fue del 3%, 8%,  y 19% en los pacientes que recibieron per…",G00159600-03-PYXIS
G00159600-03-PYXIS#4250,¿El perampanel es un inductor o inhibidor potente del citocromo P450?,"Interacciones farmacológicas:  Anticonceptivos orales:  Perampanel contiene lactosa; por lo tanto, los pacientes con intolerancia hereditaria a galactosa, insuficiencia de lactasa  de Lapp (insuficiencia observada en ciertas poblaciones de …",G00159600-03-PYXIS
G00166101-00-Tonibral-XR#4420,¿La memantina ejerce su efecto terapéutico a través de una acción competitiva en los receptores NMDA?,ACCIÓN FARMACOLÓGICA:  Se considera que la constante activación de los receptores N-metil-D-aspartato (NMDA) del sistema nervioso central por el aminoácido excitatorio glutamato ha contribuido a la sintomatología de la Enfermedad de Alzheim…,G00166101-00-Tonibral-XR
G00166101-00-Tonibral-XR#4505,¿El medicamento Tonibral XR puede influenciar la capacidad para conducir y utilizar máquinas?,PRECAUCIONES A TOMAR DURANTE EL TIEMPO QUE SE UTILIZA TONIBRAL® XR:  Debe informar a su médico si ha cambiado recientemente o tiene la intención de cambiar su dieta de manera  sustancial  (por  ejemplo  de  dieta  normal  a  dieta  vegetari…,G00166101-00-Tonibral-XR
G00166101-00-Tonibral-XR#4590,¿Se recomienda dividir la dosis de TONIBRAL® XR?,El esquema de ajuste de dosis sugerido es el siguiente:  Semana 1. Administrar una dosis por día de 7 mg. Semana 2. Administrar una dosis por día de 14 mg. Semana 3. Administrar una dosis por día de 21 mg. Semana 4. Administrar una dosis po…,G00166101-00-Tonibral-XR
G00170003-03-complera-web#4675,¿Cuál es el cambio medio en los parámetros farmacocinéticos del FTC cuando se administra una vez al día?,Dosis de FTC (mg):  Na Cambio % medio de los parámetros farmacocinéticos de FTCb (IC del 90%)  Cmáx  200 x 1 200 una vez por díac  12 ↔ ↑2 (↓2 a ↑6)  15  ABC  ↔ ↑5 (↑2 a ↑8)  Cmín,G00170003-03-complera-web
G00170003-03-complera-web#4760,¿Cuál fue el porcentaje de sujetos pediátricos que notificaron reacciones adversas en el ensayo?,"12 y menos de 18 años, 32 kg de peso como mínimo y que no habían recibido tratamiento antirretroviral previo, recibieron RPV (25 mg una vez por día) en combinación con otros antirretrovirales. La duración de la exposición de los sujetos tuv…",G00170003-03-complera-web
G00171106_03-web-luradon#4845,¿Cuál fue la incidencia de acatisia en pacientes tratados con lurasidona?,"2% o más, redondeada al porcentaje más cercano y con una incidencia superior al placebo) que se registraron durante el tratamiento de corta duración (de hasta 6 semanas en adolescentes con esquizofrenia) fueron las siguientes: Trastornos ga…",G00171106_03-web-luradon
G00178002-03-POMALID_web#4930,¿Los pacientes varones que toman POMALID deben usar preservativos durante todo el tratamiento?,"de precaución, y teniendo en cuenta las poblaciones especiales con un tiempo de eliminación potencialmente prolongado, todos los pacientes varones que tomen POMALID®, incluyendo a aquellos que se hayan sometido a una vasectomía, deben usar …",G00178002-03-POMALID_web
G00179604-04-harvoni-web#5015,¿Cuál es el efecto previsto en las concentraciones de ledipasvir cuando se administra concomitantemente con rifapentina?,"Cmín (NA) GS-331007 ↔ Cmáx 1,04 (0,97, 1,11) ↔ AUC 0,99 (0,94, 1,04) Cmín (NA) (Inducción de glucoproteina P) Interacción no estudiada. Prevista: ↓ Ledipasvir ↓ Sofosbuvir ↔ GS-331007 (Inducción de la glucoproteína P) Oxcarbazepina ANTIMICO…",G00179604-04-harvoni-web
G00181002-02-PAXON_XR_web#5100,¿Cuál es el tratamiento recomendado en caso de hipotensión sintomática por sobredosificación del Losartán?,"REACCIONES ADVERSAS:  Losartán, es generalmente bien tolerado. Los efectos colaterales han sido leves y transitorios, y no requirieron la discontinuación del tratamiento. Los efectos colaterales más comunes relacionados con la droga fueron …",G00181002-02-PAXON_XR_web
G00185703-01-web-genvoya#5185,¿Cuál es la temperatura adecuada para conservar el medicamento GENVOYA?,"los niveles de glucosa y lípidos en la sangre. Esto puede estar en parte relacionado con la recuperación de la salud y con el estilo de vida, y en el caso de los lípidos en la sangre, algunas veces a los medicamentos para el VIH por sí mism…",G00185703-01-web-genvoya
G00189102-02-sinlip-prevent-web#5270,¿La hidroclorotiazida puede aumentar el riesgo de efectos adversos causados por la amantadina?,"de la ECA o hidroclorotiazida. También se ha registrado un efecto similar con los ARA-ll. No se recomienda el uso de candesartán e hidroclorotiazida con litio. Si se demuestra que el uso de dicha combinación es necesario, se recomienda un c…",G00189102-02-sinlip-prevent-web
G00190003-03-ivacarG-web#5355,¿Para qué se utiliza el medicamento IVACAR®?,"aluminica. ......................................................0,0080 mg Opadry II 85F28751 blanco 1)................................................14,9920 mg Opadry FX silver 62W28547 2) ................................................1…",G00190003-03-ivacarG-web
G00191302-02-epclusa-web#5440,¿Cuál es el efecto adverso grave observado en pacientes que toman EPCLUSA® con amiodarona?,"9. REACCIONES ADVERSAS:  Resumen del perfil de seguridad Se ha determinado el perfil de seguridad de EPCLUSA® en el conjunto de los estudios clínicos de fase 3 de pacientes con infección por el VHC con genotipos 1, 2, 3, 4, 5 o 6 y en el co…",G00191302-02-epclusa-web
G00202202-02-descovy-web-1#5525,¿Cuál es el efecto de la insuficiencia hepática en las concentraciones plasmáticas totales de tenofovir alafenamida?,"sujetos con insuficiencia hepática; sin embargo, emtricitabina no sufre un metabolismo significativo a través de las enzimas hepáticas, por lo que el efecto de la insuficiencia hepática debería ser escasa. No se observaron cambios clínicame…",G00202202-02-descovy-web-1
G00205601-01-web-recit#5610,¿Se desconoce el efecto de RECIT® sobre el trabajo de parto y parto en seres humanos?,"emisión de orina de la vejiga En estudios controlados en adultos con TDAH, la tasa de retención urinaria y el retardo miccional aumentaron entre los sujetos con atomoxetina en comparación con los sujetos con placebo. Un problema de retenció…",G00205601-01-web-recit
G00207700-00-Divalprex_ER-web#5695,¿Cuál es el grupo de pacientes en los que se debe utilizar Divalproato sódico con extrema precaución?,"materna y amenaza de vida. Incluso las convulsiones menores pueden suponer un riesgo para el embrión o el feto en desarrollo. Sin embargo, puede considerarse la discontinuación de la droga previamente o durante el embarazo en casos individu…",G00207700-00-Divalprex_ER-web
G00208702-03-arkus-web#5780,¿Cuál es el peso de cabozantinib en cada comprimido recubierto de ARKUS 40?,"indigotina (CI 73015) .................. 0,001 mg Laca alumínica de amarillo de quinoleína (CI 47005) ............. 0,02 mg Hidroxipropilmetilcelulosa1) ................................................ 1,877 mg Triacetina1) ................…",G00208702-03-arkus-web
G00211003-04-BIKTARVY-web#5865,¿Se recomienda ajustar la dosis en caso de administración concomitante de antiácidos en pacientes embarazadas?,"adicionales, las implicaciones de una mayor exposición a emtricitabina siguen siendo inciertas. Administración concomitante de otros medicamentos o suplementos BIKTARVY® no se debe administrar de forma concomitante y simultánea con antiácid…",G00211003-04-BIKTARVY-web
G00212801-01-ProspectoWebAturen#5950,¿Cuál es el peso total del excipiente Celulosa microcristalina PH 101 en el medicamento ATUREN?,recubierto de ATUREN® 500 contiene: Fracción flavonoide purificada micronizada (corresponde a Diosmina 450 mg y Hesperidina 50 mg) ...................................500 mg Excipientes: Celulosa microcristalina PH 101 ......................…,G00212801-01-ProspectoWebAturen
G00213501-01-web#6035,¿Cuál es el principio activo que está relacionado con Rosiglitazona en este prospecto?,Dosis oral única de 4 mg:  IVA 150 mg dos veces por día  ↔ Rosiglitazona  Desipramina,G00213501-01-web
G00215800-00-ELIGLAS_web#6120,¿Qué hacer si olvidó tomar una dosis de ELIGLAS?,las instrucciones de administración de ELIGLAS® indicadas por su médico; tómelo a las horas del día que correspondan respetando la dosis y duración del tratamiento. No cambie sus dosis como así tampoco suspenda la administración de ELIGLAS®…,G00215800-00-ELIGLAS_web
G00224203-05-trixacar-web#6290,¿Cuál es el principio activo presente en cada comprimido recubierto celeste de TRIXACAR?,hierro rojo (CI 77491); Carboximetilcelulosa sódica(2); Maltodextrina(2); Dextrosa monohidrato(2); Pigmento perlado con base de mica (CI 77019/CI 77891)(2) Lecitina(2) .................c.s. (1) Aquarius Prime BAT 218006 (2) Opadry FX silver…,G00224203-05-trixacar-web
G00224203-05-trixacar-web#6375,¿Cuántas horas después de la hora habitual puede tomar una dosis olvidada de TRIXACAR®/TRIXACAR® P?,de Toxicología: HOSPITAL DE PEDIATRÍA RICARDO GUTIÉRREZ: (011) 4962-6666/2247 HOSPITAL ALEJANDRO POSADAS: (011) 4654-6648/4658-7777 Optativamente otros Centros de Intoxicaciones”. ¿Qué debo hacer si dejo de tomar una dosis? - Si usted o su …,G00224203-05-trixacar-web
G00226800-00-Toblaptin_web#6460,¿A qué temperatura se puede conservar el medicamento TOBLAPTIN?,CONDICIONES DE CONSERVACIÓN Y ALMACENAMIENTO:  Conservar en su envase original a temperatura ambiente hasta 30°C. Conservar en su envase original a fin de proteger el contenido de la luz y la humedad. PRESENTACIONES  TOBLAPTIN® 15 y TOBLAPT…,G00226800-00-Toblaptin_web
G00229401-01-relidas02-web#6545,¿Qué sucede si un paciente tiene una doble mutación presente en diferentes cromosomas (solo en mujeres)?,"en la secuencia de la proteína) es especialmente relevante cuando determina susceptibilidad. Si hay una doble mutación presente en el mismo cromosoma (varones y mujeres), dicho paciente es susceptible si la doble mutación está presente en u…",G00229401-01-relidas02-web
G00234200-00-Exome_web#6630,¿Cuál es la frecuencia de eventos cerebrovasculares en pacientes tratados con apalutamida?,"en el 4,7 % de los pacientes tratados con apalutamida y en el 0,8 % de los pacientes tratados con placebo. En un estudio aleatorizado en pacientes con CPHSm, los eventos cerebrovasculares se observaron en el 1,9 % de los pacientes tratados …",G00234200-00-Exome_web
G00240400_00-buricas-web#6715,¿Cuál es el porcentaje de pacientes que suspendieron el tratamiento con 400 mg de fedratinib debido a anemia?,"de los pacientes suspendieron el tratamiento con 400 mg de fedratinib de forma permanente debido a toxicidad gastrointestinal. Anemia De los pacientes con mielofibrosis primaria o secundaria tratados con 400 mg de fedratinib, el 52% experim…",G00240400_00-buricas-web
G00241901-01-ligonux-web#6800,¿Nusinersen se metaboliza mediante la hidrólisis mediada por la exonucleasa?,"exposición plasmática (Cmáx y AUC) tras dosis múltiples. Distribución Los datos de las autopsias de los pacientes (n = 3) muestran que Nusinersen administrado por vía intratecal se distribuye ampliamente en el SNC, alcanzando niveles terapé…",G00241901-01-ligonux-web
