chunk_id,question,answer
G00077503-02-ProspectoWebMarvil70#2210,¿Cuál es el medicamento que no debe administrarse a personas con hipocalcemia?,"No se especifica el medicamento en particular, pero sí que debe evitarse en personas con hipocalcemia."
G00078202-09-Lercadip_web#2295,¿Cuántos miligramos de Lercanidipina clorhidrato contiene cada comprimido recubierto de LERCADIP?,10 mg
G00078705-13-paxon-d-web#2380,¿El uso concomitante de hidroclorotiazida y metildopa puede provocar anemia hemolítica?,"Sí, se han informado casos de anemia hemolítica con el uso concomitante de hidroclorotiazida y metildopa."
G00078803-02-prograf-web#2465,¿Qué efectos secundarios graves pueden ocurrir en pacientes tratados con tacrolimus?,"Infecciones oportunistas, tumores benignos y malignos, aplasia pura de glóbulos rojos, anemia hemolítica, agranulocitosis, reacciones alérgicas y síndrome de encefalopatía posterior reversible."
G00080002-05-drimux-web#2550,¿Cuál es el ajuste diario recomendado para la dosis de Espirónolactona en pacientes con insuficiencia cardíaca?,100 mg por día
G00081202-17-ProspectoWebRisperin#2720,¿Cuál es el principio activo presente en cada comprimido recubierto de RISPERIN® 1?,Risperidona
G00082303-05-novo-insomnium-web#2805,¿Es necesario ajustar la dosis de eszopiclona en pacientes con disfunción renal?,No es necesario ajustar la dosis en pacientes con disfunción renal.
G00082701-12-ProspectoWebTridestanN#2890,¿Cuál es el efecto adverso del anticonceptivo oral que puede provocar edema?,Edema
G00088203-02-gavin-web#2975,¿Cuál es el t1/2 medio de la pregabalina en pacientes pediátricos de 7 años y mayores?,4 a 6 horas
G00089303-02-prografxl-web#3060,¿El uso de ketoconazol puede disminuir los niveles de tacrolimus en sangre?,"Sí, el uso de ketoconazol puede disminuir los niveles de tacrolimus en sangre."
G00096804-03-web#3145,¿Es alérgico a glimepirida o a otras sulfonilureas?,No
G00101203-00-HipoglutMetWeb#3230,¿Cuál es la dosis oral mínima efectiva de Glimepirida en personas sanas?,"aprox. 0,6 mg"
G00105201-02-ProspectoWebRisperinSolOral#3315,¿Puede inducir priapismo el medicamento Risperidona?,No se menciona en el contexto que Risperidona pueda inducir priapismo.
G00108303-06-atripla-web#3400,¿Cuál es el fármaco que puede cambiar los parámetros farmacocinéticos del tenofovir?,No fármaco específico se menciona en el contexto como que cambie los parámetros farmacocinéticos del tenofovir.
G00110401-02-Eplerona#3485,¿A qué pacientes está contraindicado el medicamento Eplerona?,"Pacientes con hipersensibilidad a eplerenona, nivel de potasio sérico > 5,0 mmol/L, insuficiencia renal moderada a grave, insuficiencia hepática grave, tratamiento con diuréticos ahorradores de potasio o suplementos de potasio, inhibidores del CYP3A4 y pacientes con diabetes tipo 2 con microalbuminuria, creatinina sérica >2,0 mg/dl en hombres ó > en mujeres, depuración de creatinina <50 ml/min y uso concomitante de suplementos de potasio o diuréticos ahorradores de potasio."
G00117703-04-GADOLIP-Prospecto-web#3570,¿Cuál es el porcentaje de aumento en la concentración del glucurónido de Ezetimibe después de 10 días?,49%
G00127802-03-Deslafax-web#3655,¿Quién no debe tomar DESLAFAX® si tiene menos de 18 años?,Si tiene menos de 18 años.
G00139604-04-femiden-web#3740,¿Cuál es el efecto adverso más frecuente que puede presentar FEMIDEN®?,Cambios en la menstruación
G00152103-05-Stribild_web#3910,¿Cuál porcentaje de sujetos tratados con STRIBILD® logró el éxito virológico en el estudio GS-US-2360115a?,94%
G00159600-03-PYXIS#4080,¿El consumo de alcohol mientras se administra PYXIS puede disminuir el estado de alerta?,"Sí, beber alcohol mientras se administra PYXIS puede disminuir el estado de alerta y afectar la habilidad para conducir, usar herramientas u operar maquinarias."
G00159600-03-PYXIS#4165,¿Cuál fue la tasa de discontinuación del tratamiento debido a reacciones adversas en pacientes que recibieron perampanel a dosis recomendadas de 12 mg/día?,19%
G00159600-03-PYXIS#4250,¿El perampanel es un inductor o inhibidor potente del citocromo P450?,No se considera un inductor o inhibidor potente del citocromo P450
G00166101-00-Tonibral-XR#4420,¿La memantina ejerce su efecto terapéutico a través de una acción competitiva en los receptores NMDA?,La memantina ejerce su efecto terapéutico a través de la acción antagonista no competitiva en los receptores NMDA.
G00166101-00-Tonibral-XR#4505,¿El medicamento Tonibral XR puede influenciar la capacidad para conducir y utilizar máquinas?,"Sí, puede influenciar de leve a moderadamente sobre la capacidad para conducir y utilizar máquinas."
G00166101-00-Tonibral-XR#4590,¿Se recomienda dividir la dosis de TONIBRAL® XR?,No se recomienda dividir la dosis de TONIBRAL® XR.
G00170003-03-complera-web#4675,¿Cuál es el cambio medio en los parámetros farmacocinéticos del FTC cuando se administra una vez al día?,↔
G00170003-03-complera-web#4760,¿Cuál fue el porcentaje de sujetos pediátricos que notificaron reacciones adversas en el ensayo?,52.8%
G00171106_03-web-luradon#4845,¿Cuál fue la incidencia de acatisia en pacientes tratados con lurasidona?,12.9%
G00178002-03-POMALID_web#4930,¿Los pacientes varones que toman POMALID deben usar preservativos durante todo el tratamiento?,"Sí, durante todo el tratamiento y durante 28 días después del final de la terapia."
G00179604-04-harvoni-web#5015,¿Cuál es el efecto previsto en las concentraciones de ledipasvir cuando se administra concomitantemente con rifapentina?,Se prevé que la administración concomitante de HARVONI® con rifapentina reduzca las concentraciones de ledipasvir.
G00181002-02-PAXON_XR_web#5100,¿Cuál es el tratamiento recomendado en caso de hipotensión sintomática por sobredosificación del Losartán?,Instituirse un tratamiento de mantenimiento.
G00185703-01-web-genvoya#5185,¿Cuál es la temperatura adecuada para conservar el medicamento GENVOYA?,Desde 15oC hasta 30°C.
G00189102-02-sinlip-prevent-web#5270,¿La hidroclorotiazida puede aumentar el riesgo de efectos adversos causados por la amantadina?,Sí
G00190003-03-ivacarG-web#5355,¿Para qué se utiliza el medicamento IVACAR®?,IVACAR® es un medicamento recetado para el tratamiento de pacientes con Fibrosis Quística (FQ) de 6 meses de edad o más con un peso ≥14kg y que presenten una mutación en el gen CFTR sensible al efecto de ivacaftor.
G00191302-02-epclusa-web#5440,¿Cuál es el efecto adverso grave observado en pacientes que toman EPCLUSA® con amiodarona?,Bradicardia grave y bloqueo cardíaco
G00202202-02-descovy-web-1#5525,¿Cuál es el efecto de la insuficiencia hepática en las concentraciones plasmáticas totales de tenofovir alafenamida?,Las concentraciones plasmáticas totales de tenofovir alafenamida son menores en pacientes con insuficiencia hepática grave que en sujetos con función hepática normal.
G00205601-01-web-recit#5610,¿Se desconoce el efecto de RECIT® sobre el trabajo de parto y parto en seres humanos?,Se desconoce el efecto de RECIT® sobre el trabajo de parto y parto en seres humanos.
G00207700-00-Divalprex_ER-web#5695,¿Cuál es el grupo de pacientes en los que se debe utilizar Divalproato sódico con extrema precaución?,Niños menores de 2 años
G00208702-03-arkus-web#5780,¿Cuál es el peso de cabozantinib en cada comprimido recubierto de ARKUS 40?,40 mg
G00211003-04-BIKTARVY-web#5865,¿Se recomienda ajustar la dosis en caso de administración concomitante de antiácidos en pacientes embarazadas?,"Sí, se recomienda ajustar la dosis en caso de administración concomitante de antiácidos en pacientes embarazadas."
G00212801-01-ProspectoWebAturen#5950,¿Cuál es el peso total del excipiente Celulosa microcristalina PH 101 en el medicamento ATUREN?,"48,097 mg"
G00213501-01-web#6035,¿Cuál es el principio activo que está relacionado con Rosiglitazona en este prospecto?,Rosiglitazona
G00215800-00-ELIGLAS_web#6120,¿Qué hacer si olvidó tomar una dosis de ELIGLAS?,Tome la cápsula siguiente a la hora habitual. No tome una dosis doble para compensar las dosis olvidadas.
G00224203-05-trixacar-web#6290,¿Cuál es el principio activo presente en cada comprimido recubierto celeste de TRIXACAR?,Ivacaftor 150 mg
G00224203-05-trixacar-web#6375,¿Cuántas horas después de la hora habitual puede tomar una dosis olvidada de TRIXACAR®/TRIXACAR® P?,6 horas o menos
G00226800-00-Toblaptin_web#6460,¿A qué temperatura se puede conservar el medicamento TOBLAPTIN?,hasta 30°C
G00229401-01-relidas02-web#6545,¿Qué sucede si un paciente tiene una doble mutación presente en diferentes cromosomas (solo en mujeres)?,"Si hay una doble mutación presente en diferentes cromosomas (solo en mujeres), dicho paciente es susceptible si una de las mutaciones individuales está presente en la tabla 1."
G00234200-00-Exome_web#6630,¿Cuál es la frecuencia de eventos cerebrovasculares en pacientes tratados con apalutamida?,1.9% en pacientes tratados con apalutamida
G00240400_00-buricas-web#6715,¿Cuál es el porcentaje de pacientes que suspendieron el tratamiento con 400 mg de fedratinib debido a anemia?,52%
G00241901-01-ligonux-web#6800,¿Nusinersen se metaboliza mediante la hidrólisis mediada por la exonucleasa?,"Sí, mediante la hidrólisis mediada por la exonucleasa (3 ‘y 5’)"
Grixan__D7390-E-7051-01-INST-GRIXAN-COMPLETA-BOYACA-600x200-web-1#6885,¿Cuál es el rango de temperatura recomendado para conservar este medicamento?,Desde 15° C hasta 25° C
Hipolipol__Instruccion-Hipolipol-editable#6970,¿La rosuvastatina está contraindicada en mujeres que están o pueden quedar embarazadas?,Sí
Imecot_AP_850__Instruccion-IMECOT-IMECOTAP#7055,¿Cuántas horas tiene la vida media plasmática de la metformina?,3 horas
Iset_Respiratorio__D3391-E-3066-01-Instruccion-Iset-Respiratorio-180x390-mm-1-comprimido#7140,¿A qué temperatura se debe conservar una suspensión del medicamento claritromicina?,entre 15 y 30o C
Lirpan_Plus__Instruccion-Lirpan-Plus-editable#7310,¿Cuál es el porcentaje de proteínas plasmáticas humanas a las que se une aproximadamente el donepecilo?,96%
Lucaftor-200-125-Prospecto-Disposicio_n-5658-2024#7395,¿Cuántas veces superior es la exposición al ivacaftor cuando se administra con alimentos que contienen grasa?,3 veces superior
Mesdam_T__D7988-E-7648-01-INST-MESDAM-T-COMPLETA-BOYACA-728x270-web_compressed#7480,¿Cuál es el rango de temperatura en el que debe conservarse el medicamento Tadalafilo?,Entre 15 °C y 25 °C
Nalecol__D1448-E-0609-02-Instrucci_n-Nalecol#7565,¿Cuál es la vida media aproximada del ezetimibe en el plasma?,22 horas
Nedal__D5695-E-5360-01-Instruccion-Nedal-Uhlmann-600x200-1#7650,¿Cuál es el código ATC del medicamento mencionado en este prospecto?,A10BK01
Nirpol_5__D3372-E-3046-01-Instruccion-Nirpol-5-180x300-mm#7735,¿Cuál es el tratamiento recomendado para la bradicardia en caso de sobredosificación del medicamento?,La bradicardia debe tratarse por administración de atropina o metilatropina.
Oleofin_60__D1495-E-1418-02-Instruccion-Oleofin-60#7820,¿Cuántas cápsulas de OLEOFIN debe tomar el paciente al día?,Tres cápsulas de 60 mg cada una con las tres comidas principales del día.
PALIAX-G00192200-00#7905,¿Se puede utilizar este medicamento en niños y adolescentes de 6 a 18 años de edad?,Sí
Pelmec_Plus__D2094-E-1806-03-Instrucci_n-Pelmec-Plus#7990,¿Qué efecto tiene Amlodipina sobre el flujo de entrada y salida de los iones de Ca en las células musculares lisas?,Inhibe de forma prolongada la entrada del calcio hasta los canales cálcicos lentos a nivel de las células musculares lisas.
Prospecto-Lucaftor100-125-2024#8160,¿Es necesario ajustar la dosis del medicamento lumacaftor en pacientes con insuficiencia renal grave?,No es necesario ajustar la dosis en pacientes con insuficiencia renal leve o moderada.
Rexner__Instruccion-Rexner-editable#8330,¿Cuál es el peso en miligramos del principio activo ciprofloxacina en cada comprimido recubierto de 250 mg?,250.0 mg
Saglox__SAGLOX-WEB_compressed#8415,¿Cuál es el tratamiento recomendado para pacientes que reciben empagliflozina y presentan pérdida de líquidos?,Se debe valorar la interrupción temporal del tratamiento con empagliflozina hasta que se corrija la pérdida de líquidos.
Sotil_Met__D5146-E-4834-01-Inst.-Sotil-Met-200x600-mm#8500,¿Cuál es el valor mínimo de TFG (Tasa de Filtración Glomerular) para administrar SOTIL MET?,"TFG <30 ml/min/1,73m2"
Sotil_Met_xr__D5160-E-4858-01-Inst.-Sotil-Met-XR-200x600-1#8585,¿Cuál es el tratamiento recomendado para un paciente con acidosis láctica que está tomando metformina clorhidrato?,Se recomienda una hemodiálisis inmediata para corregir la acidosis y eliminar la metformina acumulada.
Tiarix__Instruccion-Tiarix-editable#8670,¿A qué temperatura se debe conservar este medicamento?,Entre 15 y 30°C.
Valcas__D7166-E-6826-01-Instruccion-Valcas-Completo-Manual-728x270-mm-web-1#8755,¿Cuál es el rango de concentraciones plasmáticas mínimas para controlar a pacientes epilépticos con VALCAS?,Las concentraciones séricas terapéuticas de valproato para la mayoría de los pacientes epilépticos oscilarán entre 50 y 100 mcg/ml.
desire#8840,¿El dienogest puede afectar a la presión arterial en mujeres normotensas?,"No, el dienogest no parece afectar a la presión arterial de las mujeres normotensas."
reliveran#8925,¿Cuál es la dosis máxima diaria recomendada para niños en el tratamiento del reflujo gastro-esofágico sintomático con metoclopramida?,0.5 mg/Kg
isontyn terazocina#9095,¿Cuál es la incidencia de hipotensión postural en pacientes tratados con ISONTYN?,3.9%
ozempic#9180,"¿Qué dosis puede administrarse con la lapicera prellenada de Ozempic ® 0,25 mg; 0,50 mg/dosis?","0,25 mg o 0,50 mg"
