chunk_id,question,answer,n_sentences,sentences,sentences_join
Amoclav_Duo__D0285-E-0850-05-Instrucci_n-Amoclav-Duo-Comprimidos-1#0165,¿Cuál medicamento debe evitarse al administrar AMOCLAV DUO?,Disulfiran,1,['No se sabe si el incremento de esta incidencia es debido a la asociación o a la presencia de hiperuricemia en estos pacientes. No existen datos acerca del efecto de la administración simultánea de AMOCLAV DUO y Allopurinol. AMOCLAV DUO no debe ser administrado concomitantemente con Disulfiran.'],No se sabe si el incremento de esta incidencia es debido a la asociación o a la presencia de hiperuricemia en estos pacientes. No existen datos acerca del efecto de la administración simultánea de AMOCLAV DUO y Allopurinol. AMOCLAV DUO no debe ser administrado concomitantemente con Disulfiran.
Amoclav_SE__MKG-Instruccion-Amoclav-SE#0180,¿Cuál es el medicamento que se recomienda administrar con precaución en pacientes con disfunción hepática?,AMOCLAV SE,2,"['Se recomienda administrar AMOCLAV SE con precaución en pacientes que presenten evidencia de disfunción hepática.', 'La toxicidad hepática asociada con el uso de amoxicilina/clavulanato de potasio es generalmente reversible. En raras ocasiones, se han reportado muertes (menos de 1 muerte por cada 4 millones estimados de prescripciones a nivel mundial). Estos han sido casos asociados con enfermedades subyacentes serias o medicaciones concomitantes (ver Contraindicaciones y Reacciones Adversas – Hígado).']","Se recomienda administrar AMOCLAV SE con precaución en pacientes que presenten evidencia de disfunción hepática. || La toxicidad hepática asociada con el uso de amoxicilina/clavulanato de potasio es generalmente reversible. En raras ocasiones, se han reportado muertes (menos de 1 muerte por cada 4 millones estimados de prescripciones a nivel mundial). Estos han sido casos asociados con enfermedades subyacentes serias o medicaciones concomitantes (ver Contraindicaciones y Reacciones Adversas – Hígado)."
Ampliar_80__Instruccion-Ampliar-80-180x600-web#0210,¿Qué es la función principal de la HMG-CoA reductasa en el cuerpo?,"La HMG-CoA reductasa es la enzima que limita la velocidad de conversión de 3-hidroxi-3-metilglutaril-Coenzima A en mevalonato, un precursor de los esteroles, incluido el colesterol.",2,"['La HMG-CoA reductasa es la enzima que limita la velocidad de conversación de 3-hidroxi-3-metilglutaril-Coenzima A en mevalonato, un precursor de los esteroles, incluido el colesterol.', 'Atorvastatina cálcica es un inhibidor competitivo y selectivo de la HMG-CoA reductasa.']","La HMG-CoA reductasa es la enzima que limita la velocidad de conversación de 3-hidroxi-3-metilglutaril-Coenzima A en mevalonato, un precursor de los esteroles, incluido el colesterol. || Atorvastatina cálcica es un inhibidor competitivo y selectivo de la HMG-CoA reductasa."
Ampliar_80__Instruccion-Ampliar-80-180x600-web#0225,¿Cuál es la importancia clínica de la interacción con otras drogas?,No se especifica la importancia clínica de la interacción con otras drogas.,7,"['La demora en la administración de atorvastatina luego de la administración de rifampicina se ha asociado a una reducción significativa de las concentraciones plasmáticas de atorvastatina.', 'Se debe tener precaución y utilizar la dosis más baja necesaria.', 'En pacientes con VIH que toman lopinavir más ritonavir se debe tener cuidado al recetar atorvastatina cálcica y se debe emplear la dosis más baja necesaria.', 'El tratamiento con atorvastatina cálcica debe limitarse a 20 mg y se recomienda realizar las evaluaciones clínicas apropiadas para garantizar el uso de la dosis más baja necesaria de atorvastatina cálcica.', 'En pacientes que toman claritromicina, itraconazol o en los pacientes con VIH que toman una combinación de saquinavir más ritonavir, darunavir más rinavir, fosmaprenavir o fosamprenavir más ritonavir, el tratamiento con atorvastatina cálcica debe limitarse a 20 mg y se recomienda realizar las evaluaciones clínicas apropiadas para garantizar el uso de la dosis más baja necesaria de atorvastatina cálcica.', 'En pacientes que toman el inhibidor de la proteasa del VIH, nelfinavir, o el inhibidor de la proteasa de la hepatitis C, boceprevir, el tratamiento con atorvastatina cálcica se debe limitar a 40 mg y se recomienda realizar las evaluaciones clínicas apropiadas para garantizar el uso de la dosis más baja necesaria de atorvastatina cálcica.', 'Se debe evitar el tratamiento con atorvastatina cálcica en pacientes que toman ciclosporina o inhibidores de la proteasa del VIH (tipranavir más ritonavir) o el inhibidor de la proteasa de la hepatitis C (telaprevir).']","La demora en la administración de atorvastatina luego de la administración de rifampicina se ha asociado a una reducción significativa de las concentraciones plasmáticas de atorvastatina. || Se debe tener precaución y utilizar la dosis más baja necesaria. || En pacientes con VIH que toman lopinavir más ritonavir se debe tener cuidado al recetar atorvastatina cálcica y se debe emplear la dosis más baja necesaria. || El tratamiento con atorvastatina cálcica debe limitarse a 20 mg y se recomienda realizar las evaluaciones clínicas apropiadas para garantizar el uso de la dosis más baja necesaria de atorvastatina cálcica. || En pacientes que toman claritromicina, itraconazol o en los pacientes con VIH que toman una combinación de saquinavir más ritonavir, darunavir más rinavir, fosmaprenavir o fosamprenavir más ritonavir, el tratamiento con atorvastatina cálcica debe limitarse a 20 mg y se recomienda realizar las evaluaciones clínicas apropiadas para garantizar el uso de la dosis más baja necesaria de atorvastatina cálcica. || En pacientes que toman el inhibidor de la proteasa del VIH, nelfinavir, o el inhibidor de la proteasa de la hepatitis C, boceprevir, el tratamiento con atorvastatina cálcica se debe limitar a 40 mg y se recomienda realizar las evaluaciones clínicas apropiadas para garantizar el uso de la dosis más baja necesaria de atorvastatina cálcica. || Se debe evitar el tratamiento con atorvastatina cálcica en pacientes que toman ciclosporina o inhibidores de la proteasa del VIH (tipranavir más ritonavir) o el inhibidor de la proteasa de la hepatitis C (telaprevir)."
Ampliar_80__Instruccion-Ampliar-80-180x600-web#0240,¿Cuántos comprimidos tiene cada envase?,30,1,['Envases con 30 comprimidos recubiertos.'],Envases con 30 comprimidos recubiertos.
Ampliar_Duo__D1443-E-0604-02-INSTRUCCION-AMPLIAR-DUO#0255,¿Cuál es la reacción adversa más común con ezetimibe en pacientes que reciben solo este medicamento?,cefalea,3,"['En los estudios clínicos ezetimibe fue habitualmente bien tolerado, siendo las reacciones adversas leves y transitorias.', 'La incidencia global de efectos secundarios observados con ezetimibe fue similar a la comunicada con placebo, lo mismo que la tasa de interrupción de tratamiento.', 'Las siguientes fueron las reacciones adversas más comunes (≥ 1 en 100/100, <1/10) vinculadas a la droga, en los pacientes que recibieron ezetimibe solo: cefalea, dolor abdominal y diarrea.']","En los estudios clínicos ezetimibe fue habitualmente bien tolerado, siendo las reacciones adversas leves y transitorias. || La incidencia global de efectos secundarios observados con ezetimibe fue similar a la comunicada con placebo, lo mismo que la tasa de interrupción de tratamiento. || Las siguientes fueron las reacciones adversas más comunes (≥ 1 en 100/100, <1/10) vinculadas a la droga, en los pacientes que recibieron ezetimibe solo: cefalea, dolor abdominal y diarrea."
Ampliar_Plus__D1461-E-1203-03-Instrucci_n-Ampliar-Plus#0270,¿Cuál es la dosis máxima recomendada de atorvastatina en humanos?,80 mg/kg/día,2,"['Estas dosis fueron de 6 a 11 veces (ratón) y 8 a 16 veces el AUC en humanos (0-24) basadas en la dosis máxima recomendada en humanos de 80 mg/día.', 'La dosis de 120 mg/kg/día resultó en una exposición sistémica de aproximadamente 16 veces el área por debajo de la curva 5 6 de plasma en humanos (AUC 0-24 horas) basada en la dosis máxima en humanos de 80 mg/kg/día.']",Estas dosis fueron de 6 a 11 veces (ratón) y 8 a 16 veces el AUC en humanos (0-24) basadas en la dosis máxima recomendada en humanos de 80 mg/día. || La dosis de 120 mg/kg/día resultó en una exposición sistémica de aproximadamente 16 veces el área por debajo de la curva 5 6 de plasma en humanos (AUC 0-24 horas) basada en la dosis máxima en humanos de 80 mg/kg/día.
Ampliar__D1174-E-0330-03-Instruccion-Ampliar-10-y-20#0285,¿Cuál es el efecto de la insuficiencia renal en las concentraciones plasmáticas de atorvastatin?,El deterioro de la función renal no tiene influencia sobre las concentraciones plasmáticas y los efectos hipolipemiantes del atorvastatin.,1,"['El deterioro de la función renal no tiene influencia sobre las concentraciones plasmáticas y sobre los efectos hipolipemeantes por AMPLIAR. Por lo tanto, no es necesario realizar ajustes en la dosis para estos pacientes.']","El deterioro de la función renal no tiene influencia sobre las concentraciones plasmáticas y sobre los efectos hipolipemeantes por AMPLIAR. Por lo tanto, no es necesario realizar ajustes en la dosis para estos pacientes."
Antimicon__E-1423-02-Instruccion-Antimicon#0300,¿Qué temperatura debe mantenerse el medicamento Antimicon?,Desde 15°C hasta 30°C,1,"['Conservar a temperatura ambiente desde 15°C hasta 30°C, al abrigo de la humedad.']","Conservar a temperatura ambiente desde 15°C hasta 30°C, al abrigo de la humedad."
Bemplas__D2948-E-2621-01-Instruccion-Bemblas-1#0315,¿Cómo ejerce su efecto diurético la clortalidona?,La clortalidona ejerce su efecto diurético a través de la inhibición de la reabsorción distal de sodio a nivel nefronal.,1,['la clortalidona ejerce su efecto diurético a través de la inhibición de la reabsorción distal de sodio a nivel nefronal.'],la clortalidona ejerce su efecto diurético a través de la inhibición de la reabsorción distal de sodio a nivel nefronal.
Blokium_B12_IM__Instrucci_n-Blokium-B12-IM-para-WEB#0330,¿Qué precaución se recomienda especialmente en pacientes con antecedentes de descompensación cardíaca?,Retención hidrosalina y edemas,1,"['Se ha observado diverso grado de retención hidrosalina incluso con edemas se ha observado en asociación con el uso de antiinflamatorios, por lo que se recomienda precaución, especialmente en pacientes con antecedentes de descompensación cardíaca, hipertensión u otra patología que predisponga a retención hidrosalina.']","Se ha observado diverso grado de retención hidrosalina incluso con edemas se ha observado en asociación con el uso de antiinflamatorios, por lo que se recomienda precaución, especialmente en pacientes con antecedentes de descompensación cardíaca, hipertensión u otra patología que predisponga a retención hidrosalina."
Blokium_B12_IM__Instrucci_n-Blokium-B12-IM-para-WEB#0345,¿Cómo conservar BLOKIUM B12 IM?,Conservar entre 15 y 30°C. Mantener alejado del alcance de los niños.,3,"['Conservar entre 15 y 30°C.', 'Mantener alejado del alcance de los niños', 'Envases con 3 y 5 ampollas.']",Conservar entre 15 y 30°C. || Mantener alejado del alcance de los niños || Envases con 3 y 5 ampollas.
Blokium_Cort__Instruccion-Blokium-Cort-para-Web#0360,¿Cuál es el medicamento que puede inhibir la acción farmacológica de los diuréticos?,BLOKIUM CORT,2,"['La administración simultánea de BLOKIUM CORT con otros antiinflamatorios no esteroideos sistémicos puede favorecer a la aparición de efectos adversos.', 'BLOKIUM CORT puede inhibir la acción farmacológica de los diuréticos.']",La administración simultánea de BLOKIUM CORT con otros antiinflamatorios no esteroideos sistémicos puede favorecer a la aparición de efectos adversos. || BLOKIUM CORT puede inhibir la acción farmacológica de los diuréticos.
Blokium_Cox_Gesic__D7689-E-7350-01-INST.-BLOKIUM-COX-GESIC-COMPLETA-UHLMANN-200x600-web#0375,¿Cuál medicamento puede potenciar la acción del paracetamol?,Propa nol ol,2,"['Propa nol ol: el propra nolol inhibe el sistema enzimá tic o respon sable de la glucuronidación y oxidación del paracetamol. Por lo tanto, puede potenciar la acción del paracetamol.', 'El propra nolol inhibe el sistema enzimá tic o respon sable de la glucuronidación y oxidación del paracetamol. Por lo tanto, puede potenciar la acción del paracetamol.']","Propa nol ol: el propra nolol inhibe el sistema enzimá tic o respon sable de la glucuronidación y oxidación del paracetamol. Por lo tanto, puede potenciar la acción del paracetamol. || El propra nolol inhibe el sistema enzimá tic o respon sable de la glucuronidación y oxidación del paracetamol. Por lo tanto, puede potenciar la acción del paracetamol."
Blokium_Cox__Instruccion-Blokium-Cox-editable#0390,¿Cuál es la indicación principal del medicamento BLOKIUM COX?,"El alivio sintomático de la artrosis u osteoartritis (OA), espondilitis anquilosante, artritis reumatoidea (AR) y el dolor y los signos de inflamación asociados con la artritis gotosa aguda.",2,"['BLOKIUM COX está indicado para el alivio sintomático de la artrosis u osteoartritis (OA), espondilitis anquilosante, artritis reumatoidea (AR), y para el dolor y los signos de inflamación asociados con la artritis gotosa aguda.', 'BLOKIUM COX también está indicado para el tratamiento a corto plazo del dolor moderado asociado a cirugía odontológica.']","BLOKIUM COX está indicado para el alivio sintomático de la artrosis u osteoartritis (OA), espondilitis anquilosante, artritis reumatoidea (AR), y para el dolor y los signos de inflamación asociados con la artritis gotosa aguda. || BLOKIUM COX también está indicado para el tratamiento a corto plazo del dolor moderado asociado a cirugía odontológica."
Blokium_Cox__Instruccion-Blokium-Cox-editable#0405,¿Qué efecto adverso puede ocurrir con BLOKIUM COX?,"Debilidad y fatiga, mareo, dolor de cabeza",7,"['Al igual que todos los medicamentos, BLOKIUM COX puede producir efectos adversos, aunque no todas las personas los sufran.', 'Si desarrolla alguno de los siguientes signos, deje de tomar BLOKIUM COX y hable con su médico inmediatamente.', 'Los siguientes efectos adversos pueden producirse durante el tratamiento con BLOKIUM COX. Frecuentes', 'Poco frecuentes', 'Raros', 'Muy raros', 'No conocidos']","Al igual que todos los medicamentos, BLOKIUM COX puede producir efectos adversos, aunque no todas las personas los sufran. || Si desarrolla alguno de los siguientes signos, deje de tomar BLOKIUM COX y hable con su médico inmediatamente. || Los siguientes efectos adversos pueden producirse durante el tratamiento con BLOKIUM COX. Frecuentes || Poco frecuentes || Raros || Muy raros || No conocidos"
Blokium_Flex__D2807-E-2481-03-Instrucci_n-Blokium-Flex-Sol-Inyectable-y-Comprimidos#0420,¿Qué efecto puede tener el diclofenac en los niveles plasmáticos del litio?,El diclofenac puede disminuir la depuración renal de litio y elevar los niveles plasmáticos del mismo.,1,"['El diclofenac puede disminuir la depuración renal de litio y elevar los niveles plasmáticos del mismo, aumentando así el riesgo de efectos adversos.']","El diclofenac puede disminuir la depuración renal de litio y elevar los niveles plasmáticos del mismo, aumentando así el riesgo de efectos adversos."
Blokium_Gel__Instruccion-Blokium-Gel-editable#0435,¿Qué tipo de inhibidor es el diclofenac?,inhibidor de la prostaglandina sintetasa,1,['Es inhibidor de la prostaglandina sintetasa.'],Es inhibidor de la prostaglandina sintetasa.
Blokium_Gesic_Forte__Instruccion-Blokium-Gesic-Forte-web#0450,¿Qué es el tratamiento sintomático de la dismenorrea primaria?,"Antiinflamatorio, analgésico y antipirético no esteroide.",6,"['{', '""sentences"": [', '""Tratamiento sintomático a corto plazo (máximo 2 semanas) de procesos dolorosos agudos de intensidad leve a moderada:"",', '""Estados dolorosos y/o dismenorrea, anexitis, etc.). • Inflamación y dolores postoperatorios (por ejemplo: cirugía dental u ortopédica). • Odontalgias. • Estados inflamatorios y dolorosos postraumáticos (por ejemplo: entorsis). • Crisis de migraña. • Adyuvante en dolorosas severas (por ejemplo: faringitis, otitis). • Síndromes vertebrales dolorosos. • Reumatismo extraarticular.""', ']', '}']","{ || ""sentences"": [ || ""Tratamiento sintomático a corto plazo (máximo 2 semanas) de procesos dolorosos agudos de intensidad leve a moderada:"", || ""Estados dolorosos y/o dismenorrea, anexitis, etc.). • Inflamación y dolores postoperatorios (por ejemplo: cirugía dental u ortopédica). • Odontalgias. • Estados inflamatorios y dolorosos postraumáticos (por ejemplo: entorsis). • Crisis de migraña. • Adyuvante en dolorosas severas (por ejemplo: faringitis, otitis). • Síndromes vertebrales dolorosos. • Reumatismo extraarticular."" || ] || }"
Blokium_P__MKG-Instruccion-Blokium-P#0495,¿Cuál es el tipo de medicamento que es el diclofenac potásico?,Antiinflamatorio no esteroideo (AINE),2,"['el diclofenac potásico, principio activo de  BLOKIUM P es un antiinflamatorio no esteroideo (AINE) derivado del ácido bencenoacético.', 'Como con otros AINES su modo de acción no está completamente aclarado; la capacidad para inhibir la síntesis de prostaglandinas participa en su actividad farmacológica.']","el diclofenac potásico, principio activo de  BLOKIUM P es un antiinflamatorio no esteroideo (AINE) derivado del ácido bencenoacético. || Como con otros AINES su modo de acción no está completamente aclarado; la capacidad para inhibir la síntesis de prostaglandinas participa en su actividad farmacológica."
Blokium_Protect__D2936-E-2609-01-Instruccion-Blokium-Protect#0510,¿Qué es el mecanismo de acción del diclofenac en el proceso inflamatorio?,"El diclofenac inhibe la síntesis y liberación de prostaglandinas durante el proceso inflamatorio, inhibiendo ambas isoenzimas ciclo-oxigenasas conocidas (COX1 y COX2).",3,"['El mecanismo de acción resulta en parte de la inhibición de la síntesis y liberación de prostaglandinas durante el proceso inflamatorio.', 'Diclofenac inhibe ambas isoenzimas ciclo-oxigenasas conocidas actualmente (COX1 y COX2).', 'Se ha informado que el diclofenac en altas concentraciones inhibe la formación de metabolitos del ácido araquidónico, incluyendo leucotrienos y de ácido 5-hidroxieicosatetraenoico (5-HETE).']","El mecanismo de acción resulta en parte de la inhibición de la síntesis y liberación de prostaglandinas durante el proceso inflamatorio. || Diclofenac inhibe ambas isoenzimas ciclo-oxigenasas conocidas actualmente (COX1 y COX2). || Se ha informado que el diclofenac en altas concentraciones inhibe la formación de metabolitos del ácido araquidónico, incluyendo leucotrienos y de ácido 5-hidroxieicosatetraenoico (5-HETE)."
Brimepil_Ez__D8223-E-7880-01-INST.-BRIMEPIL-EZ-180-10-COMPL.-BOY-600x200-web#0540,¿Cuántas veces mayor fue la exposición al ácido bempedoico en pacientes con insuficiencia renal leve?,1.4 veces,2,"['El AUC medio del ácido bempedoico en sujetos con insuficiencia renal leve (n=8) fue 1,5 veces mayor en comparación con aquellos con función renal normal (n=6).', 'En un análisis farmacocinético poblacional con datos agrupados de todos los ensayos clínicos (n=2261) para evaluar más a fondo los efectos de la función renal sobre el AUC en estado estacionario del ácido bempedoico, se encontró que en comparación con los pacientes con función renal normal, las exposiciones medias al ácido bempedoico fueron mayores en pacientes con insuficiencia renal leve o moderada, 1,4 veces (IC del 90%: 1,3, 1,4) y 1,9 veces (IC del 90%: 1,7, 2,0), respectivamente.']","El AUC medio del ácido bempedoico en sujetos con insuficiencia renal leve (n=8) fue 1,5 veces mayor en comparación con aquellos con función renal normal (n=6). || En un análisis farmacocinético poblacional con datos agrupados de todos los ensayos clínicos (n=2261) para evaluar más a fondo los efectos de la función renal sobre el AUC en estado estacionario del ácido bempedoico, se encontró que en comparación con los pacientes con función renal normal, las exposiciones medias al ácido bempedoico fueron mayores en pacientes con insuficiencia renal leve o moderada, 1,4 veces (IC del 90%: 1,3, 1,4) y 1,9 veces (IC del 90%: 1,7, 2,0), respectivamente."
Brimepil_Ez__D8223-E-7880-01-INST.-BRIMEPIL-EZ-180-10-COMPL.-BOY-600x200-web#0555,¿Cuál es el medicamento que debe evitarse en pacientes con insuficiencia renal?,"No se menciona un medicamento específico que deba evitarse en pacientes con insuficiencia renal. Sin embargo, el uso de fluoroquinolonas podría ser problemático.",2,"['El ácido bempedoico se asocia con un mayor riesgo de rotura o lesión tendinosa.', 'La rotura tendinosa podría ocurrir con mayor frecuencia en pacientes mayores de 60 años, en aquellos que toman corticosteroides o fluoroquinolonas, en pacientes con insuficiencia renal y en pacientes con trastornos tendinosos previos.']","El ácido bempedoico se asocia con un mayor riesgo de rotura o lesión tendinosa. || La rotura tendinosa podría ocurrir con mayor frecuencia en pacientes mayores de 60 años, en aquellos que toman corticosteroides o fluoroquinolonas, en pacientes con insuficiencia renal y en pacientes con trastornos tendinosos previos."
Broncho-Vaxom_C_psulas__D0265-E-0829-05-Instrucci_n-Broncho-Vaxom-C_psulas-1#0570,¿Qué precaución se recomienda durante el embarazo con BRONCHO-VAXOM?,Es recomendable evitar el uso de BRONCHO-VAXOM durante el embarazo.,2,"['Como medida preventiva, es recomendable evitar el uso de BRONCHO-VAXOM® durante el embarazo.', 'El producto debe ser administrado con precaución durante el embarazo y la lactancia.']","Como medida preventiva, es recomendable evitar el uso de BRONCHO-VAXOM® durante el embarazo. || El producto debe ser administrado con precaución durante el embarazo y la lactancia."
