chunk_id,question,answer
Epistal__D1978-E-1691-02-Instrucci_n-Epistal-1#1100,¿Cuál es la dosis diaria total recomendada de topiramato para adultos como tratamiento complementario?,400 mg/día
Ernex_Rosa__D0680-E-0305-03-Instrucci_n-Ernex-Rosa-Polvo#1150,¿A qué temperatura se deben conservar los envases del medicamento?,Entre 15 y 30°C
FILTEN-D-G00081104-05#1200,¿Cuál es el efecto adverso más frecuente en pacientes que toman este medicamento?,Dolor en las extremidades
Factor_AG__D0328-E-0291-04-Instrucci_n-Factor-AG-200-1-1#1250,¿Cuál es la forma farmacéutica recomendada para niños menores de 12 años?,La forma farmacéutica en gotas
G00072104-08-ALPLAX_XR_web#1300,¿Qué pacientes deben evitar tomar ALPLAX XR debido a los excipientes?,"Pacientes con intolerancia hereditaria a galactosa, insuficiencia de lactasa de Lapp o malabsorción de glucosa o galactosa."
G00072203-01-april-web#1350,¿Cuál es el nombre genérico del medicamento APRIL?,"Levonorgestrel 0,1mg/Etinilestradiol 0,02 mg (21 comprimidos activos)"
G00072803-14-alplax-digest-web#1450,¿Se recomienda evitar el uso de alprazolam durante el primer trimestre del embarazo?,"Sí, se recomienda evitar el uso de alprazolam durante el primer trimestre del embarazo debido a un aumento en el riesgo de malformaciones congénitas."
G00072904-04-web#1500,¿Cuál es el efecto adverso del medicamento didanosina sobre los glóbulos blancos?,disminución del número de glóbulos blancos
G00073204-10-alplax-net-web#1550,¿El alprazolam actúa potenciando la actividad inhibitoria del Gaba?,"Sí, el alprazolam potencia la actividad inhibitoria del Gaba a través de la unión a sitios receptores específicos para benzodiazepinas."
G00073301-06-ProspectoWebAminomux#1600,¿A qué temperatura ambiente inferior a 25°C debe conservarse el medicamento AMINOMUX?,lugar seco a temperatura ambiente inferior a 25°C
G00073701-09-Coracil_web#1650,¿Ezetimibe es un inhibidor o inductor del citocromo P450?,Ezetimibe no es ni un inhibidor ni un inductor de las isoenzimas del citocromo P450.
G00074704-02-Cortipyren_B_web#1700,¿Cuántos miligramos de povidona contiene cada comprimido de CORTIPYREN B 4?,6250 mg
G00075106-08-filten-web#1750,"¿Cuál es el principio activo presente en cada comprimido ranurado de FILTEN® 3,125?",Carvedilol
G00075902-04-gadoprild-web#1850,¿Es GADOPRIL D contraindicado en pacientes con angioedema hereditario o idiopático?,Sí
G00076301-16-Gammatet_T-web#1900,¿Cuál es el volumen del principio activo en la dosis de 75 UI*?,0.5 ml
G00076604-04-elafax-web#1950,¿Cuál es el peso total de los componentes de la cápsula de gelatina?,74.2276 mg
G00076702-09-elafax-web#2050,¿Cuál es el efecto adverso gastrointestinal más frecuente asociado al uso de venlafaxina?,náuseas
G00076803-05-elafax-web#2100,¿Qué efectos adversos puede presentar el tratamiento con venlafaxina?,"Prolongación del QT, fibrilación ventricular, taquicardia ventricular, pancreatitis, sangrado de la membrana mucosa, discrasias sanguíneas, hiponatremia, Síndrome inapropiado de hormona antidiurética, aumento de prolactina, rabdomiólisis, Síndrome Neuroléptico Maligno, Síndrome serotoninérgico, delirium, síntomas extrapiramidales, deterioro de la coordinación y el balance, disquinesia tardía, glaucoma de ángulo cerrado."
G00077101-11-INSOMNIUM#2150,¿Cuál es el tratamiento recomendado para una sobredosis de zopiclona?,"Inducir el vómito o realizar un lavado gástrico con conservación de la vía aérea si está inconsciente. Si el vaciado gástrico no aporta ninguna ventaja, administrarse carbón activado para reducir la absorción."
G00078104-18-novacef-web#2250,¿Cuál es la dosis recomendada en adultos para el medicamento NOVACEF®?,400 mg (1 comprimido recubierto de NOVACEF® 400 mg) al día
G00078202-09-Lercadip_web#2300,¿Cuál es el peso total del excipiente Almidón glicolato sódico en cada comprimido recubierto de LERCADIP?,"31,000 mg"
G00078705-13-paxon-d-web#2350,¿Cuál es el peso del principio activo Losartán potásico en cada comprimido recubierto de PAXON D?,50 mg
G00078705-13-paxon-d-web#2400,"¿Cuál es el peso del principio activo Losartán Potásico en cada comprimido recubierto de PAXON® D 100/12,5?",100 mg
G00078803-02-prograf-web#2450,¿Cuál es el síndrome ocular raro asociado con este medicamento?,síndrome de encefalopatía posterior reversible (SEPR)
G00079203-10-damsel-web#2500,¿Cuál es el efecto adverso grave más frecuente en mujeres usuarias del AOC?,Tromboembolismo venoso
G00080002-05-drimux-web#2550,¿Cuál es el ajuste diario recomendado para la dosis de Espirónolactona en pacientes con insuficiencia cardíaca?,El ajuste diario recomendado para la dosis de Espirónolactona es de 25 mg a 200 mg diarios.
G00080702-04-GADOFEM-web#2600,¿El uso de terapia hormonal puede incrementar el riesgo de tromboembolismo venoso en pacientes con factores de riesgo conocidos?,"Sí, la terapia hormonal puede incrementar el riesgo de tromboembolismo venoso en pacientes con factores de riesgo conocidos."
G00081003-05-damsella-web#2650,¿Los anticonceptivos orales que contienen 50 microgramos o más de estrógenos aumentan el riesgo de enfermedad vascular?,"Sí, según los estudios mencionados en el contexto."
G00081202-17-ProspectoWebRisperin#2700,¿Cuál es la dosis inicial recomendada para adultos sanos tratados con risperidona?,2 mg una vez al día ó 1 mg 2 veces al día
G00081407-13-sinlip-web#2750,¿Cuál es el medicamento que debe usarse con precaución en pacientes con factores predisponentes a la miopatía?,rosuvastatina
G00082402-14-ProspectoWebTamoxifeno#2850,¿Cuántos meses después de dejar de tomar TAMOXIFENO GADOR no debe quedar embarazada?,2 meses
G00082701-12-ProspectoWebTridestanN#2900,¿Cómo se deben tomar los comprimidos de TRIDESTAN® N si no se ha tomado ningún anticonceptivo hormonal previamente?,"Los comprimidos se empezarán a tomar el día 1 del ciclo natural de la mujer (es decir, el primer día de la hemorragia menstrual). También se puede empezar en los días 2 a 5 del ciclo."
G00087203-06-april-28-web#2950,¿Puede comenzar a tomar APRIL®28 el primer día del ciclo si no ha usado un anticonceptivo hormonal en el mes anterior?,"Sí, puede comenzar a tomar APRIL®28 el primer día del ciclo si no ha usado un anticonceptivo hormonal en el mes anterior."
G00088203-02-gavin-web#3000,¿Cuál es el porcentaje de depuración de pregabalina inducido por los procedimientos de hemodiálisis estándar en 4 horas?,aproximadamente el 50%
G00089303-02-prografxl-web#3050,¿El tacrolimus se excreta en la leche materna humana?,"Sí, se excreta en la leche materna humana."
G00093102-03-SOMIT-_CR-web#3100,¿Cuál es el efecto que tiene la ingesta de alimentos en la absorción del zolpidem?,"La ingesta de alimentos disminuye el ABC y la Cmax en un 23 y 30%, respectivamente."
G00096804-03-web#3150,¿Cuántos comprimidos del medicamento HIPOGLUT® debe tomar al día un paciente?,"La dosis de HIPOGLUT® depende de sus necesidades, estado y resultados de sus análisis de azúcar en sangre y orina y estará establecido por su médico."
G00100201-00-ProspectoWebTonibral#3200,¿La memantina inhibe la flavina monooxigenasa en ensayos in vitro?,No inhibió la flavina monooxigenasa en ensayos in vitro.
G00101203-00-HipoglutMetWeb#3250,¿La administración oral de Glimepirida durante el embarazo aumenta el número de muertes fetales?,"Sí, la administración oral de Glimepirida durante el embarazo aumentó el número de muertes fetales y deformaciones de los miembros."
G00105201-02-ProspectoWebRisperinSolOral#3300,¿Cuál es el volumen de distribución del medicamento Risperidona?,1-2 L/Kg
G00108303-06-atripla-web#3400,¿Cuál es el fármaco que puede cambiar los parámetros farmacocinéticos del tenofovir?,No fármaco específico se menciona en el contexto como que cambia los parámetros farmacocinéticos del tenofovir.
G00108303-06-atripla-web#3450,¿Cuál es la incidencia de erupciones en los pacientes pediátricos que recibieron tratamiento con FTC?,32% (59/182)
G00117703-04-GADOLIP-Prospecto-web#3550,¿Cuál es el principio activo principal en cada cápsula de liberación prolongada de GADOLIP® 135?,Ácido fenofíbrico
G00121601-02-Desensyl-Max-web#3600,¿Qué principio activo contiene el medicamento CREMA DENTAL DESENSIBILIZANTE DE RAPIDA ACCIÓN?,Acetato de Estroncio y Fluoruro de Sodio
G00127802-03-Deslafax-web#3650,¿Cuál es el medicamento que puede causar hipotensión ortostática sistólica en pacientes ≥ 65 años?,Desvenlafaxina
G00139604-04-femiden-web#3700,¿Cuántos días después del olvido de un comprimido activo se debe utilizar un método de barrera?,7 días
G00146101-02-Squam-Doble-Fluor-web#3750,¿SQUAM Doble Flúor es un producto indicado para la higiene bucal diaria e intensa?,Sí
G00152103-05-Stribild_web#3800,¿Qué código ATC tiene el medicamento STRIBILD?,J05AR09
G00152103-05-Stribild_web#3850,¿Cuántas veces al día se debe tomar naloxona según el prospecto?,4-6 veces por día
G00152103-05-Stribild_web#3900,¿Se observaron malformaciones en ratas preñadas al administrar cobicistat a dosis de hasta 125 mg/kg/día?,No se observaron malformaciones al administrar dosis de hasta 125 mg/kg/día.
G00157803-05-dimeful-web#3950,¿Cuál es la frecuencia del evento adverso rubefacción en pacientes tratados con dimetilfumarato?,Frecuentes (mayor del 10%)
G00159600-03-PYXIS#4000,¿Cuál es el efecto que puede ocurrir si se administra perampanel en combinación con otros depresores del sistema nervioso central?,Estos efectos pueden observarse asimismo cuando se utiliza perampanel en combinación con otros depresores del sistema nervioso central.
G00159600-03-PYXIS#4050,¿Cuál es el efecto del perampanel en el clearance aparente en pacientes con insuficiencia renal leve?,El clearance aparente de perampanel disminuyó un 27% en pacientes con insuficiencia renal leve.
G00159600-03-PYXIS#4150,¿Se recomienda un aumento de dosis en pacientes ancianos que toman perampanel?,"Sí, un aumento de dosis con un intervalo de 2 semanas como mínimo."
G00159600-03-PYXIS#4200,¿Cómo se debe tomar perampanel según el prospecto?,Se debe tomar por vía oral una vez al día antes de acostarse.
G00159600-03-PYXIS#4250,¿El perampanel es un inductor o inhibidor potente del citocromo P450?,No es un inductor o inhibidor potente del citocromo P450
G00159600-03-PYXIS#4300,¿El perampanel puede disminuir la eficacia de los anticonceptivos orales que contienen progesterona?,"Sí, especialmente con dosis de 12 mg/día de perampanel."
G00159600-03-PYXIS#4350,¿El uso concomitante del felbamato con perampanel reduce las concentraciones de este último?,"Sí, el felbamato puede reducir las concentraciones de perampanel."
G00163404-02-Reliveran-web-1#4400,¿A qué síntomas pueden ocurrir los pacientes que reciben altas dosis de metoclopramida para prevenir las náuseas y vómitos asociados con el tratamiento citotóxico?,"movimientos involuntarios de los labios, tortícolis, crisis oculógiras, muecas faciales, protrusión rítmica de la lengua, habla tipo bulbar, trismus, opistótonos y más raramente estridor y disnea"
G00166101-00-Tonibral-XR#4450,¿Cuál es el principio activo contenido en cada cápsula de TONIBRAL XR 21?,Memantina clorhidrato 21 mg
G00166101-00-Tonibral-XR#4500,¿Cuál es la reacción adversa más común que llevó a la discontinuación del tratamiento con memantina de liberación prolongada?,Mareos
G00166101-00-Tonibral-XR#4550,¿Cuál es la vida media de eliminación terminal de la memantina?,60 a 80 horas aproximadamente
G00166101-00-Tonibral-XR#4600,¿Se observaron cambios clínicamente importantes en los exámenes de laboratorio asociados al tratamiento con memantina?,No hay cambios clínicamente importantes en los exámenes de laboratorio asociados al tratamiento con memantina de liberación prolongada.
G00168601-02-ProspectoWebGadoferol#4650,¿Dónde se puede obtener más información sobre el medicamento?,Visitando nuestro sitio en internet: www.gador.com.ar o solicítela por correo electrónico: info@gador.com.ar
G00170003-03-complera-web#4750,¿Cuántos sujetos tenían un valor de ARN del VIH <50 copias/ml en la semana 48?,16
G00171106_03-web-luradon#4800,¿Cuál es el peso en miligramos del principio activo Lurasidona clorhidrato en cada comprimido recubierto de LURADON® 120?,120 mg
G00171106_03-web-luradon#4850,¿Cuál fue el porcentaje de pacientes tratados con lurasidona que experimentaron una variación en la creatinina sérica de normal a alta en un estudio controlado con placebo?,3.0%
G00178002-03-POMALID_web#4900,¿Cuál es el peso de la pomalidomida en cada cápsula dura de POMALID® 3?,3 mg
G00178002-03-POMALID_web#4950,¿Cuál es el peso en miligramos de pomalidomida presente en cada cápsula dura de POMALID® 1?,1 mg
G00179604-04-harvoni-web#5000,¿Cuál es la duración recomendada del tratamiento para HARVONI en pacientes adultos y adolescentes con HCC de genotipo 1?,12 semanas
G00179604-04-harvoni-web#5050,¿Cuál es el porcentaje de pacientes que lograron una mejoría o ausencia de cambios en las puntuaciones MELD después del tratamiento con ledipasvir/sofosbuvir?,El 57% de los pacientes presentaron una mejoría o ausencia de cambios en la puntuación MELD desde la situación basal hasta la semana 12 después del tratamiento con ledipasvir/sofosbuvir con ribavirina.
G00181002-02-PAXON_XR_web#5100,¿Cuál es el tratamiento recomendado en caso de hipotensión sintomática por sobredosificación del Losartán?,Debe instituirse un tratamiento de mantenimiento.
G00185703-01-web-genvoya#5150,¿Se observaron interacciones medicamentosas clínicamente relevantes entre los componentes de GENVOYA y ribavirina?,No se observaron interacciones medicamentosas clínicamente relevantes entre los componentes de GENVOYA y ribavirina.
G00186800-00-ProspectoWebOmnipil#5200,¿Cuál es el grado de absorción del fármaco ramipril tras su administración oral?,El grado de absorción del fármaco ramipril tras su administración oral es como mínimo del 56 %.
G00189102-02-sinlip-prevent-web#5250,¿Cuál es el código ATC del medicamento mencionado en el fragmento?,C10BX04
G00190003-03-ivacarG-web#5300,¿Cuál es el peso del principio activo Ivacaftor en cada sobre de granulado para administración oral?,"75,0000 mg"
G00190003-03-ivacarG-web#5350,¿Cuál es el principio activo principal en cada comprimido recubierto de Ivacaftor?,"Ivacaftor 150,0000 mg"
G00191302-02-epclusa-web#5400,¿Es necesario ajustar la dosis de EPCLUSA en pacientes con insuficiencia renal?,No es necesario ajustar la dosis de EPCLUSA en los pacientes con insuficiencia renal.
G00191302-02-epclusa-web#5450,¿Se puede tomar EPCLUSA® con amiodarona?,"No lo tome con ningún otro medicamento que contenga sofosbuvir, uno de los principios activos de EPCLUSA®, incluyendo amiodarona."
G00198902-02-duxetin-web#5500,¿Cuál fue el porcentaje aproximado de pacientes que recibieron DUXETIN® que discontinuaron el tratamiento debido a una reacción adversa en ensayos para Trastorno depresivo mayor?,8.4%
G00202202-02-descovy-web-1#5550,¿Cuál fue el porcentaje de pacientes que tenían ARN del VIH-1 en plasma <20 copias/ml después de recibir darunavir/cobicistat/emtricitabina/tenofovir alafenamida?,63%
G00205601-01-web-recit#5600,¿Cuál es la dosis máxima recomendada para niños y adolescentes de más de 70 kg de peso corporal?,100 mg
G00207700-00-Divalprex_ER-web#5650,¿Cuál es el peso del Divalproato de sodio en cada comprimido de liberación extendida de DIVALPREX® ER 500?,500 mg de Acido valproico
G00207700-00-Divalprex_ER-web#5700,¿Cuál es el efecto del Valproato sobre el clearance de la Zidovudina en pacientes HIV-seropositivos?,El clearance de la Zidovudina disminuyó en un 38% después de la administración de Valproato.
G00208702-03-arkus-web#5750,¿Cuál es el porcentaje de pacientes tratados con cabozantinib que requirieron dos reducciones de dosis?,33%
G00208702-03-arkus-web#5800,¿Cuál es el peso total de los componentes del medicamento?,The total weight of the components is 7.2 + 0.72 + 2.4 + 0.165 + 5.566 + 1.149 + 2.12 = 18.715 mg.
G00211003-04-BIKTARVY-web#5850,¿Las exposiciones a bictegravir en niños son superiores a las medias de las exposiciones alcanzadas en adultos?,"Sí, las exposiciones a bictegravir en niños de 6 a < 12 años de edad fueron superiores a las medias de las exposiciones alcanzadas en adultos."
G00211003-04-BIKTARVY-web#5900,¿Cuál es el peso equivalente de bictegravir sódico en cada comprimido recubierto de BIKTARVY?,52.45 mg
G00212801-01-ProspectoWebAturen#5950,¿Cuál es el principio activo principal en ATUREN 500?,Fracción flavonoide purificada micronizada
G00213501-01-web#6000,¿Cuál es el peso del principio activo Ivacaftor en cada comprimido recubierto celeste?,150 mg
G00213501-01-web#6050,¿Este medicamento debe ser usado exclusivamente bajo prescripción y vigilancia médica?,Este medicamento debe ser usado exclusivamente bajo prescripción y vigilancia médica.
G00215800-00-ELIGLAS_web#6100,¿Qué pacientes deben evitar tomar el medicamento ELIGLAS?,Pacientes con insuficiencia renal y aquellos que sean metabolizadores intermedios o rápidos del CYP2D6.
G00218302-03-carfizol-web#6150,¿Se recomienda ajustar la dosis inicial de carfilzomib en pacientes con insuficiencia hepática previa leve o moderada?,No se recomienda un ajuste de la dosis inicial en pacientes con insuficiencia hepática leve o moderada.
G00219101-01-ProspectoWebReliveranDoxi#6200,¿Es Reliveran Doxi contraindicado en personas con hipersensibilidad conocida al succinato de doxilamina?,Sí
G00222100-00-midax-web#6250,¿La olanzapina está aprobada para el tratamiento de pacientes con psicosis relacionadas con demencia?,La olanzapina no está aprobada para el tratamiento de pacientes con psicosis relacionadas con demencia.
G00224203-05-trixacar-web#6300,¿Qué edad mínima deben tener los pacientes para ser seleccionados para el tratamiento con elexacaftor/tezacaftor/ivacaftor?,6 años de edad o más
G00224203-05-trixacar-web#6350,¿Cuál es el porcentaje de pacientes que discontinuaron prematuramente el tratamiento con elexacaftor/tezacaftor/ivacaftor debido a eventos adversos en el Estudio 1?,1%
G00226200-00-Ambisome-SD-Prospecto-web#6400,¿Cuál es la frecuencia de la hipopotasemia como reacción adversa a AMBISOME?,Frecuente
G00226800-00-Toblaptin_web#6450,¿Cuál es el efecto del tolvaptán sobre las concentraciones plasmáticas de otros medicamentos que son sustratos del CYP3A?,"El tolvaptán no tuvo ningún efecto sobre las concentraciones plasmáticas de otros sustratos del CYP3A en sujetos sanos, pero puede potencialmente aumentar la exposición a estos medicamentos."
G00229001-01-fucsia-web#6500,"¿Si se retrasa más de 24 horas en tomar un comprimido activo de FUCSIA®, qué debe hacer la mujer?",Deberá considerar el uso de un método anticonceptivo de barrera adicional durante los siguientes 7 días.
G00229401-01-relidas02-web#6550,¿Cuál es el nombre del medicamento o principio activo mencionado en el fragmento?,No medicamento o principio activo específico se menciona en el fragmento.
G00234200-00-Exome_web#6650,¿Qué efectos adversos pueden ocurrir en personas que toman EXOME®?,"espasmos musculares, sensación de picazón, alteración del sentido del gusto, análisis de sangre que muestran nivel alto de colesterol en sangre y triglicéridos, enfermedad cardíaca, enfermedad cerebrovascular, tiroides poco activa, resultado anormal de la actividad del corazón en un ECG, erupción cutánea potencialmente mortal con ampollas y descamación, problemas pulmonares"
G00240400_00-buricas-web#6700,¿Cuál es el motivo por el que no se debe administrar este medicamento a una mujer embarazada?,Embarazo
G00241300-00-destelle-web#6750,¿Cuál es el porcentaje de dosis del medicamento que se excreta a través de las heces?,22%
G00241901-01-ligonux-web#6800,¿Afecta el sexo a la farmacocinética del medicamento Nusinersen?,"No, el Sexo no afecta la farmacocinética de Nusinersen."
Geniceral_45__D0943-E-0318-03-Instrucci_n-Geniceral-45#6850,¿Cuántas veces al día se debe tomar Idebenona según su posología?,2 o 3 veces al día
Hipolipol_40__D3712-E-3384-01-Instrucci_n-Hipolipol-40-180x390-mm#6900,¿La rosuvastatina está contraindicada en mujeres que están o pueden quedar embarazadas?,Sí
Hipolipol_Ez_5_10_mg__D6769-E-6430-01-Inst.-Hipolipol-EZ-5-10-600x200-mm-Uhlmann-web#6950,¿El medicamento mencionado en el prospecto es libre de gluten?,Sí
Ifenil_MD_24__D5608-E-5272-01-Inst.-Ifenil-MD-24-180x600-1#7000,¿El uso prolongado de IFENIL MD 24 aumenta el riesgo de cáncer de mama?,"No se menciona que el uso prolongado de IFENIL MD 24 aumente el riesgo de cáncer de mama. Sin embargo, sí se menciona un aumento levemente en el riesgo de cáncer de mama en las usuarias de anticonceptivos orales."
Imecot_AP_500__Instruccion-Imecot-AP-500-web#7050,¿A qué temperatura ambiente se debe conservar el medicamento?,Entre 15 y 30 °C
Inhalan__D0449-E0968-02-Instrucci_n-Inhalan-1#7100,¿Cuál es la biodisponibilidad promedio del propionato de fluticasona?,inferior al 2%
Iset_Respiratorio__D3391-E-3066-01-Instruccion-Iset-Respiratorio-180x390-mm-1-comprimido#7150,¿Cuál es el rango de temperatura para conservar los comprimidos recubiertos?,15 y 30°C
Lamocas_XR__D2842-E-2516-01-Instruccion-Lamocas-XR_compressed#7200,¿Es necesario ajustar la dosis de LAMOCAS XR en pacientes con deterioro hepático leve?,No se requiere un ajuste de la dosis en pacientes con deterioro hepático leve.
Lemidal__Instruccion-Lemidal-editable#7250,¿Cuál es el rango de dosis establecido para la eficacia de aripiprazol como terapia adyuvante para el trastorno depresivo mayor?,2 mg/día a 15 mg/día
Limafil_AP_100__D3433-E-3107-01-Instruccion-Limafil-AP-180x300-1#7300,¿Es necesario protegerse del sol al tomar minociclina?,"Sí, ya que el medicamento puede volver más susceptible a la luz y dar lugar a quemaduras aun con exposiciones moderadas."
Lixidol__web-Instruccion-Lixidol#7350,¿El tramadol puede alterar la capacidad de reacción del paciente?,"Sí, el tramadol puede alterar la capacidad de reacción del paciente."
Lucaftor-200-125-Prospecto-Disposicio_n-5658-2024#7400,¿Cuál es la dosis diaria total recomendada de lumacaftor para pacientes adultos y niños mayores de 12 años?,800 mg
Mesdam_T__D7988-E-7648-01-INST-MESDAM-T-COMPLETA-BOYACA-728x270-web_compressed#7450,¿Se recomienda el uso de MESDAM T en pacientes con enfermedad venooclusiva pulmonar?,No se recomienda la administración de MESDAM T a pacientes con enfermedad venooclusiva pulmonar.
Miopropan T#7500,¿Se recomienda disminuir la posología en pacientes con insuficiencia renal y/o hepática?,Se recomienda disminuir la posología.
Modialex__D2668-E-2346-01-Instrucci_n-Modialex#7550,¿A qué temperatura se deben conservar los envases con 30 comprimidos de Modialex?,Entre 15 y 30°C
Nedal__D5695-E-5360-01-Instruccion-Nedal-Uhlmann-600x200-1#7650,¿Cuál es el código ATC del medicamento SGLT2?,A10BK01
Neuristan_50__Instruccion-Neuristan-50-editable#7700,¿Puede tomar NEURISTAN® con o sin alimentos?,Puede tomar NEURISTAN® con o sin alimentos.
Nirpol_D__Instruccion-Nirpol-D-editable-1#7750,¿La hidroclorotiazida puede aumentar los niveles séricos de calcio?,"Sí, los diuréticos tiazídicos pueden incrementar los niveles séricos de calcio debido a una disminución de la excreción."
Oleofin_120__D0864-E-1164-01-Instrucci_n-Oleofin-120#7800,¿Cuál es el consejo que se debe dar a los pacientes sobre la ingesta diaria de grasa al tomar orlistat?,La ingesta diaria de grasa debe distribuirse entre las tres comidas principales.
Oxodrol__D7345-E-7006-01-INST-OXODROL-COMPLETA-Uhlmann-600x200-web#7850,¿Es necesario modificar la dosis del dexlansoprazol en pacientes con insuficiencia renal?,No es necesario modificar la dosis en pacientes con insuficiencia renal.
PALIAX-D-G00194600-00#7900,¿Cuál es la temperatura ambiente recomendada para conservar el medicamento PALIAX® D?,Entre 15oC y 25oC
Pelmec_AT__D2216-E-1938-02-Instrucci_n-Pelmec-AT#7950,¿Qué pacientes deben utilizar con precaución el medicamento PELMEC AT?,"Pacientes con enfermedad coronaria obstructiva severa, estenosis aórtica severa, estenosis mitral o miocardiopatía hipertrófica."
Pelmec_Plus__D2094-E-1806-03-Instrucci_n-Pelmec-Plus#8000,¿Cuál es el efecto que puede causar la atorvastatina sobre los niveles de digoxina en pacientes que la toman simultáneamente?,Los niveles de digoxina aumentan cuando se coadministran por lo cual se deben monitorear los niveles de digoxina para evitar su toxicidad.
Pleyar__D2812-E-2486-02-Instrucci_n-Pleyar-1#8050,¿Cuál es el porcentaje de pacientes que desarrollaron neutropenia severa en el estudio CAPRIE con clopidogrel?,4 pacientes de los 9.599 que recibían clopidogrel
Pr.Etabyx.500-1000mg.v01-web#8100,¿Cuál es la dosis inicial recomendada para un niño o adolescente de 25 kg que tome levetiracetam?,20 mg/kg/día
Prospecto-Lucaftor100-125-2024#8150,¿Se necesita ajustar la dosis de lumacaftor en pacientes con insuficiencia hepática leve?,No es necesario ajustar la dosis en los pacientes con insuficiencia hepática leve.
Prospecto-Sinlip-EZ-Unificado-Oct-2022#8250,¿Se recomienda interrumpir el tratamiento con ezetimiba si una paciente queda embarazada?,No se recomienda interrumpir el tratamiento con ezetimiba si una paciente queda embarazada porque los estudios en animales no han demostrado efectos lesivos directos o indirectos sobre el embarazo.
Resbiotic__Instruccion-Resbiotic-200-x-300-mm#8300,¿La clindamicina atraviesa la placenta en humanos?,"Sí, la clindamicina atraviesa la placenta en humanos."
