chunk_id,question,answer,n_sentences,sentences,sentences_join
Callexe_Inyectable__Instruccion-Callexe-Inyectable-editable#0600,¿Qué porcentaje de pacientes tratados con levetiracetam experimentó irritabilidad en un ensayo controlado doble ciego?,6.3%,1,"['El evento psiquiátrico informado con mayor frecuencia fue la irritabilidad, que ocurrió en el 6,3% de los pacientes tratados con levetiracetam en comparación con el 2,4% de los paciente tratados con placebo.']","El evento psiquiátrico informado con mayor frecuencia fue la irritabilidad, que ocurrió en el 6,3% de los pacientes tratados con levetiracetam en comparación con el 2,4% de los paciente tratados con placebo."
Cardiplen_2_5_5_y_10_mg__D7143-E-6804-01-INST.-CARDIPLEN-COMPLETO-UHLMANN-250x150-mm-web#0650,¿Se ha demostrado la eficacia y seguridad del bisoprolol en niños?,No se ha demostrado la eficacia y seguridad del bisoprolol en niños,1,"['No se ha demostrado la eficacia y seguridad del bisoprolol en niños, por lo tanto, su uso no está recomendado.']","No se ha demostrado la eficacia y seguridad del bisoprolol en niños, por lo tanto, su uso no está recomendado."
Carrier__D1346-E-0497-04-Instruccion-Carrier#0700,¿Es contraindicado el medicamento para personas con alteración severa de la función renal?,Sí,2,"['Alteración severa de la función renal o hepática, embarazo y lactancia.', 'No se recomienda en los pacientes con insuficiencia renal severa el uso de memantina.']","Alteración severa de la función renal o hepática, embarazo y lactancia. || No se recomienda en los pacientes con insuficiencia renal severa el uso de memantina."
Corticas_Crema__D2347-E-1917-01-Instrucci_n-Corticas-Crema-1#0750,¿La oclusión durante un período de 96 horas aumenta significativamente la penetración de hidrocortisona?,Sí,1,"['El vendaje oclusivo con hidrocortisona durante 24 hs no aumenta la penetración, sin embargo, la oclusión por un período de 96 hs aumentó significativamente la misma.']","El vendaje oclusivo con hidrocortisona durante 24 hs no aumenta la penetración, sin embargo, la oclusión por un período de 96 hs aumentó significativamente la misma."
Crada__Instruccion-Crada-Web-1#0800,¿Cuál es la vida media en plasma del calcitriol?,3 a 8 horas,1,"['Su vida media en plasma es de 3 a 8 horas, su acción hipercalcémica comienza a las 2 a 6 horas (vía oral); la concentración se obtiene a las 2 horas.']","Su vida media en plasma es de 3 a 8 horas, su acción hipercalcémica comienza a las 2 a 6 horas (vía oral); la concentración se obtiene a las 2 horas."
Dercolina_Infantil__D2608-E-2286-01-Instrucci_n-Dercolina-Infantil#0850,¿El cloruro de benzalconio puede causar rinitis en pacientes asmáticos?,"Sí, el cloruro de benzalconio se ha relacionado excepcionalmente con la aparición de rinitis en pacientes asmáticos.",2,"['el cloruro de benzalconio, utilizado como preservativo en gotas nasales o en soluciones para nebulizar se ha relacionado excepcionalmente con la aparición de rinitis, irritación nasal y broncoespasmo en pacientes asmáticos', 'Sin embargo, se ha publicado un caso de un niño de 21 meses con intoxicación por salicilatos tras la aplicación en las encías de tres tubos de un tópico conteniendo salicilato de colina.']","el cloruro de benzalconio, utilizado como preservativo en gotas nasales o en soluciones para nebulizar se ha relacionado excepcionalmente con la aparición de rinitis, irritación nasal y broncoespasmo en pacientes asmáticos || Sin embargo, se ha publicado un caso de un niño de 21 meses con intoxicación por salicilatos tras la aplicación en las encías de tres tubos de un tópico conteniendo salicilato de colina."
Dilcoran_D__D2639-E-2317-01-Instrucci_n-Dilcoran-D-1#0900,¿Cuál es el efecto adverso más grave que puede ocurrir si se interrumpe el tratamiento con DILCORAN D?,Angioedema,5,"['Si deja su tratamiento con DILCORAN D su hipertensión puede empeorar.', 'Debe visitar a su médico inmediatamente si nota síntomas de angioedema, tales como', 'Hinchazón en la cara, lengua o faringe', 'Dificultad para tragar', 'Urticaria y dificultad para respirar']","Si deja su tratamiento con DILCORAN D su hipertensión puede empeorar. || Debe visitar a su médico inmediatamente si nota síntomas de angioedema, tales como || Hinchazón en la cara, lengua o faringe || Dificultad para tragar || Urticaria y dificultad para respirar"
Dilcoran_Plus__D2648-E-2326-01-Instruccion-Dilcoran-Plus#0950,¿El valsartán puede causar lesión y muerte del feto en desarrollo durante el segundo y tercer trimestre de embarazo?,"Sí, durante el segundo y tercer trimestre de embarazo.",3,"['La administración de inhibidores de la enzima convertidora de la angiotensina (IECA) a mujeres embarazadas durante el segundo y el tercer trimestre produce lesión y muerte del feto en desarrollo.', 'Además el uso de IECAs durante el primer trimestre ha sido asociado con un potencial riesgo de muerte al nacer.', 'Ha habido informes de aborto espontáneo, oligohidramnios y disfunción renal en el recién nacido tras la ingestión accidental de valsartán en el embarazo (ver Contraindicaciones) o en mujeres que planean quedarse embarazadas.']","La administración de inhibidores de la enzima convertidora de la angiotensina (IECA) a mujeres embarazadas durante el segundo y el tercer trimestre produce lesión y muerte del feto en desarrollo. || Además el uso de IECAs durante el primer trimestre ha sido asociado con un potencial riesgo de muerte al nacer. || Ha habido informes de aborto espontáneo, oligohidramnios y disfunción renal en el recién nacido tras la ingestión accidental de valsartán en el embarazo (ver Contraindicaciones) o en mujeres que planean quedarse embarazadas."
Elant__D3071-E-2744-01-Instruccion-Elant#1000,¿Puede tomar ELANT si padece diabetes tipo 1?,"No, si padece diabetes tipo 1.",1,"['Si padece diabetes tipo 1 (es decir, su organismo no produce insulina).']","Si padece diabetes tipo 1 (es decir, su organismo no produce insulina)."
Enabran_gotas__D1341-Instrucci_n-Enabran-1-gotas#1050,¿A qué síntomas pueden ocurrir a dosis relativamente bajas del haloperidol?,Síntomas de tipo parkinsoniano,1,"['Si bien estos síntomas pueden ocurrir a dosis relativamente bajas, estos ocurren más frecuentemente y con mayor severidad a dosis altas.']","Si bien estos síntomas pueden ocurrir a dosis relativamente bajas, estos ocurren más frecuentemente y con mayor severidad a dosis altas."
Epistal__D1978-E-1691-02-Instrucci_n-Epistal-1#1100,¿Cuál es la dosis diaria total recomendada de topiramato para adultos como tratamiento complementario?,400 mg/día,2,"['La dosis diaria total recomendada de topiramato como tratamiento complementario es de 400 mg/día, divididos en dos tomas.', 'En estudios realizados en adultos con crisis focales, una dosis diaria de 200 mg/día tiene efectos inconstantes y es menos efectiva que 400 mg/día.']","La dosis diaria total recomendada de topiramato como tratamiento complementario es de 400 mg/día, divididos en dos tomas. || En estudios realizados en adultos con crisis focales, una dosis diaria de 200 mg/día tiene efectos inconstantes y es menos efectiva que 400 mg/día."
Ernex_Rosa__D0680-E-0305-03-Instrucci_n-Ernex-Rosa-Polvo#1150,¿A qué temperatura se deben conservar los envases del medicamento?,Entre 15 y 30°C,1,"['- Conservar en lugar fresco y seco, preferentemente entre 15 y 30°C.']","- Conservar en lugar fresco y seco, preferentemente entre 15 y 30°C."
FILTEN-D-G00081104-05#1200,¿Cuál es el efecto adverso más frecuente en pacientes que toman este medicamento?,Dolor en las extremidades,8,"['Frecuentes: Dolor de cabeza, mareos y debilidad que suelen ser leves y se producen principalmente al comienzo del tratamiento.', 'Muy frecuentes: palpitaciones, aumento de la insuficiencia cardiaca (el corazón ha perdido parte de la capacidad para bombear sangre).', 'Frecuentes: Bradicardia (disminución de la frecuencia de los latidos del corazón).', 'Poco frecuentes: Bloqueo auriculoventricular (AV) (problemas de corazón), y angina de pecho (dolor en la zona del pecho).', 'Muy  frecuentes:  Presión  arterial  baja  (hipotensión).', 'Frecuentes:  Hipotensión  postural (sensación de mareo al levantarse o cambiar la posición del cuerpo), trastornos de la circulación periférica (manos y pies fríos), aumento de los síntomas en pacientes con claudicación intermitente (aumento del dolor en las piernas al caminar) o fenómeno de Raynaud (disminución de la sangre en los dedos de las manos y de los pies, las orejas y la nariz).', 'Frecuentes: Asma y dificultad para respirar en pacientes predispuestos.', 'Muy frecuentes: Fatiga.']","Frecuentes: Dolor de cabeza, mareos y debilidad que suelen ser leves y se producen principalmente al comienzo del tratamiento. || Muy frecuentes: palpitaciones, aumento de la insuficiencia cardiaca (el corazón ha perdido parte de la capacidad para bombear sangre). || Frecuentes: Bradicardia (disminución de la frecuencia de los latidos del corazón). || Poco frecuentes: Bloqueo auriculoventricular (AV) (problemas de corazón), y angina de pecho (dolor en la zona del pecho). || Muy  frecuentes:  Presión  arterial  baja  (hipotensión). || Frecuentes:  Hipotensión  postural (sensación de mareo al levantarse o cambiar la posición del cuerpo), trastornos de la circulación periférica (manos y pies fríos), aumento de los síntomas en pacientes con claudicación intermitente (aumento del dolor en las piernas al caminar) o fenómeno de Raynaud (disminución de la sangre en los dedos de las manos y de los pies, las orejas y la nariz). || Frecuentes: Asma y dificultad para respirar en pacientes predispuestos. || Muy frecuentes: Fatiga."
Factor_AG__D0328-E-0291-04-Instrucci_n-Factor-AG-200-1-1#1250,¿Cuál es la forma farmacéutica recomendada para niños menores de 12 años?,La forma farmacéutica en gotas,1,['Para niños menores de 12 años se recomienda utilizar la forma farmacéutica en gotas.'],Para niños menores de 12 años se recomienda utilizar la forma farmacéutica en gotas.
G00072104-08-ALPLAX_XR_web#1300,¿Qué pacientes deben evitar tomar ALPLAX XR debido a los excipientes?,"Pacientes con intolerancia hereditaria a galactosa, insuficiencia de lactasa de Lapp o malabsorción de glucosa o galactosa.",1,"['Los comprimidos de ALPLAX XR® contienen lactosa. Los pacientes con intolerancia hereditaria a galactosa, insuficiencia de lactasa de Lapp (insuficiencia observada en ciertas poblaciones de Laponia) o malabsorción de glucosa o galactosa no deben tomar este medicamento.']","Los comprimidos de ALPLAX XR® contienen lactosa. Los pacientes con intolerancia hereditaria a galactosa, insuficiencia de lactasa de Lapp (insuficiencia observada en ciertas poblaciones de Laponia) o malabsorción de glucosa o galactosa no deben tomar este medicamento."
G00072203-01-april-web#1350,¿Cuál es el nombre genérico del medicamento APRIL?,"Levonorgestrel 0,1mg/Etinilestradiol 0,02 mg (21 comprimidos activos)",3,"['Levonorgestrel 0,1mg/Etinilestradiol  0,02  mg  (21  comprimidos activos)', 'Cada comprimido recubierto de APRIL® contiene:', 'Levonorgestrel ...........................................................................0,100 mg Etinilestradiol ............................................................................ 0,020 mg']","Levonorgestrel 0,1mg/Etinilestradiol  0,02  mg  (21  comprimidos activos) || Cada comprimido recubierto de APRIL® contiene: || Levonorgestrel ...........................................................................0,100 mg Etinilestradiol ............................................................................ 0,020 mg"
G00072803-14-alplax-digest-web#1450,¿Se recomienda evitar el uso de alprazolam durante el primer trimestre del embarazo?,"Sí, se recomienda evitar el uso de alprazolam durante el primer trimestre del embarazo debido a un aumento en el riesgo de malformaciones congénitas.",2,"['Como todas las benzodiacepinas, alprazolam atraviesa la barrera placentaria, existiendo un aumento en el riesgo de malformaciones congénitas durante el primer trimestre del embarazo.', 'Por lo tanto, la administración de esta medicación debe ser evitada durante este período.']","Como todas las benzodiacepinas, alprazolam atraviesa la barrera placentaria, existiendo un aumento en el riesgo de malformaciones congénitas durante el primer trimestre del embarazo. || Por lo tanto, la administración de esta medicación debe ser evitada durante este período."
G00072904-04-web#1500,¿Cuál es el efecto adverso del medicamento didanosina sobre los glóbulos blancos?,disminución del número de glóbulos blancos,1,['• Trastornos de la sangre: disminución del número de glóbulos blancos (aumenta el riesgo de infecciones)'],• Trastornos de la sangre: disminución del número de glóbulos blancos (aumenta el riesgo de infecciones)
G00073204-10-alplax-net-web#1550,¿El alprazolam actúa potenciando la actividad inhibitoria del Gaba?,"Sí, el alprazolam potencia la actividad inhibitoria del Gaba a través de la unión a sitios receptores específicos para benzodiazepinas.",2,"['Las benzodiazepinas causan diversos grados de depresión de las actividades del sistema nervioso central por aumento o facilitación de la acción inhibitoria del Gaba.', 'El alprazolam es una triazolobenzodiazepina de vida media intermedia. Su acción está descripta como potenciadora de la actividad inhibitoria del Gaba a través de la unión a sitios receptores específicos para benzodiazepinas que forman parte del complejo receptor Gaba que modula la apertura de los canales de cloro.']",Las benzodiazepinas causan diversos grados de depresión de las actividades del sistema nervioso central por aumento o facilitación de la acción inhibitoria del Gaba. || El alprazolam es una triazolobenzodiazepina de vida media intermedia. Su acción está descripta como potenciadora de la actividad inhibitoria del Gaba a través de la unión a sitios receptores específicos para benzodiazepinas que forman parte del complejo receptor Gaba que modula la apertura de los canales de cloro.
G00073301-06-ProspectoWebAminomux#1600,¿A qué temperatura ambiente inferior a 25°C debe conservarse el medicamento AMINOMUX?,lugar seco a temperatura ambiente inferior a 25°C,3,"['Conservar en lugar seco a temperatura ambiente inferior a 25°C.', 'La solución reconstituida se mantiene estable por hasta 24 horas si es conservada en la heladera (2°C a 8°C).', 'Luego de la dilución, la solución es física y químicamente estable por hasta 24 horas a temperatura ambiente que no exceda los 25oC.']","Conservar en lugar seco a temperatura ambiente inferior a 25°C. || La solución reconstituida se mantiene estable por hasta 24 horas si es conservada en la heladera (2°C a 8°C). || Luego de la dilución, la solución es física y químicamente estable por hasta 24 horas a temperatura ambiente que no exceda los 25oC."
G00073701-09-Coracil_web#1650,¿Ezetimibe es un inhibidor o inductor del citocromo P450?,Ezetimibe no es ni un inhibidor ni un inductor de las isoenzimas del citocromo P450.,1,"['En un estudio realizado en doce hombres adultos sanos, ezetimibe no tuvo efecto significativo sobre una serie de drogas que son metabolizadas por el citocromo P450 (1A2, 2D6, 2C8/9 y 3A4) (cafeína, dextrometorfan, tolbutamida y midazolam IV). Esto indica que ezetimibe no es ni un inhibidor ni un inductor de estas isoenzimas del citocromo P450 y es improbable que ezetimibe afecte el metabolismo de drogas que son metabolizadas por estas enzimas.']","En un estudio realizado en doce hombres adultos sanos, ezetimibe no tuvo efecto significativo sobre una serie de drogas que son metabolizadas por el citocromo P450 (1A2, 2D6, 2C8/9 y 3A4) (cafeína, dextrometorfan, tolbutamida y midazolam IV). Esto indica que ezetimibe no es ni un inhibidor ni un inductor de estas isoenzimas del citocromo P450 y es improbable que ezetimibe afecte el metabolismo de drogas que son metabolizadas por estas enzimas."
G00074704-02-Cortipyren_B_web#1700,¿Cuántos miligramos de povidona contiene cada comprimido de CORTIPYREN B 4?,6250 mg,1,"['Cada comprimido de CORTIPYREN® B 4 contiene: Meprednisona (16-β-metilprednisona) ....................................4,000 mg Excipientes: Almidón de Maíz ....................................................................... 32,280 mg Lactosa Monohidrato.................................................................74,660 mg Povidona .......................................................................................6,250 mg Dióxido de Silicio Coloidal ..........................................................0,310 mg Poloxámero...................................................................................1,250 mg Croscaramelosa Sódica ...............................................................4,380 mg Estearato de Magnesio vegetal ..................................................1,880 mg']","Cada comprimido de CORTIPYREN® B 4 contiene: Meprednisona (16-β-metilprednisona) ....................................4,000 mg Excipientes: Almidón de Maíz ....................................................................... 32,280 mg Lactosa Monohidrato.................................................................74,660 mg Povidona .......................................................................................6,250 mg Dióxido de Silicio Coloidal ..........................................................0,310 mg Poloxámero...................................................................................1,250 mg Croscaramelosa Sódica ...............................................................4,380 mg Estearato de Magnesio vegetal ..................................................1,880 mg"
G00075106-08-filten-web#1750,"¿Cuál es el principio activo presente en cada comprimido ranurado de FILTEN® 3,125?",Carvedilol,2,"['Cada comprimido ranurado de FILTEN® 3,125 contiene: Carvedilol ........................................................................................3,125 mg', 'Excipientes: Lactosa monohidrato, Almidón de maíz, Croscaramelosa sódica, Povidona, Dióxido de silicio coloidal, Laca alumínica FD&C azul N°2, Estearato de magnesio ....................................................................c.s.']","Cada comprimido ranurado de FILTEN® 3,125 contiene: Carvedilol ........................................................................................3,125 mg || Excipientes: Lactosa monohidrato, Almidón de maíz, Croscaramelosa sódica, Povidona, Dióxido de silicio coloidal, Laca alumínica FD&C azul N°2, Estearato de magnesio ....................................................................c.s."
G00075902-04-gadoprild-web#1850,¿Es GADOPRIL D contraindicado en pacientes con angioedema hereditario o idiopático?,Sí,1,"['GADOPRIL® D esta contraindicado en pacientes con hipersensibilidad a cualquiera de los componentes del producto, pacientes con antecedentes de angioedema relacionado a tratamientos previos con un IECA y  en  pacientes  con  angioedema  hereditario  o  idiopático.']","GADOPRIL® D esta contraindicado en pacientes con hipersensibilidad a cualquiera de los componentes del producto, pacientes con antecedentes de angioedema relacionado a tratamientos previos con un IECA y  en  pacientes  con  angioedema  hereditario  o  idiopático."
G00076301-16-Gammatet_T-web#1900,¿Cuál es el volumen del principio activo en la dosis de 75 UI*?,0.5 ml,3,"['Cada jeringa prellenada contiene: Globulina tetánica inmune humana termotratada', '1,0 mg', '0,5 ml']","Cada jeringa prellenada contiene: Globulina tetánica inmune humana termotratada || 1,0 mg || 0,5 ml"
G00076604-04-elafax-web#1950,¿Cuál es el peso total de los componentes de la cápsula de gelatina?,74.2276 mg,4,"['Dióxido de titanio .................................................................. 1,7650 mg', 'FD&C rojo No 3 ....................................................................... 0,0011 mg', 'FD&C azul No 1 ...................................................................... 0,0063 mg', 'Gelatina ............................................................................... 74,2276 mg']","Dióxido de titanio .................................................................. 1,7650 mg || FD&C rojo No 3 ....................................................................... 0,0011 mg || FD&C azul No 1 ...................................................................... 0,0063 mg || Gelatina ............................................................................... 74,2276 mg"
