chunk_id,question,context_preview,doc_id
G00072104-08-ALPLAX_XR_web#1300,¿Qué pacientes deben evitar tomar ALPLAX XR debido a los excipientes?,"Advertencia sobre excipientes:  Los comprimidos de ALPLAX XR® contienen lactosa. Los pacientes con intolerancia  hereditaria  a  galactosa,  insuficiencia  de  lactasa  de  Lapp (insuficiencia observada en ciertas poblaciones de Laponia) o …",G00072104-08-ALPLAX_XR_web
G00072203-01-april-web#1350,¿Cuál es el nombre genérico del medicamento APRIL?,"Composición Cada comprimido recubierto de APRIL® contiene:  Levonorgestrel ...........................................................................0,100 mg Etinilestradiol .................................................................…",G00072203-01-april-web
G00072803-14-alplax-digest-web#1450,¿Se recomienda evitar el uso de alprazolam durante el primer trimestre del embarazo?,de alprazolam 150 veces superiores a la dosis máxima recomendada en humanos y en ratones con dosis 50 veces mayores. Alprazolam no fue mutagénico en las pruebas en ratas con dosis 500 veces mayores a la dosis máxima humana. Alprazolam no pr…,G00072803-14-alplax-digest-web
G00072904-04-web#1500,¿Cuál es el efecto adverso del medicamento didanosina sobre los glóbulos blancos?,"donde nace el pelo). • Problemas del oído: vértigo (sensación de que las personas o cosas giran). • Trastornos de la sangre: disminución glóbulos rojos de la sangre con anemia (puede causarle cansancio y fatiga), disminución del número de g…",G00072904-04-web
G00073204-10-alplax-net-web#1550,¿El alprazolam actúa potenciando la actividad inhibitoria del Gaba?,ACCIÓN FARMACOLÓGICA:  Alprazolam El alprazolam es una triazolobenzodiazepina de vida media intermedia. Su acción está descripta como potenciadora de la actividad inhibitoria del Gaba a través de la unión a sitios receptores específicos par…,G00073204-10-alplax-net-web
G00073301-06-ProspectoWebAminomux#1600,¿A qué temperatura ambiente inferior a 25°C debe conservarse el medicamento AMINOMUX?,"fémur. Se han notificado efectos adversos de frecuencia no conocida (no puede estimarse a partir de los datos disponibles): - inflamación de los ojos. - dolor de huesos, articular, muscular grave y a veces incapacitantes. - ritmo cardíaco i…",G00073301-06-ProspectoWebAminomux
G00073701-09-Coracil_web#1650,¿Ezetimibe es un inhibidor o inductor del citocromo P450?,"de ezetimibe total, del glucurónido de ezetimibe, ni de ezetimibe en los valores de ABC. El valor de Cmáx de ezetimibe total disminuyó en un 30%. Glipizida: En un estudio en 12 hombres adultos sanos, los niveles de ezetimibe en condiciones …",G00073701-09-Coracil_web
G00074704-02-Cortipyren_B_web#1700,¿Cuántos miligramos de povidona contiene cada comprimido de CORTIPYREN B 4?,"COMPOSICIÓN: Cada comprimido de CORTIPYREN® B 4 contiene: Meprednisona (16-β-metilprednisona) ....................................4,000 mg Excipientes: Almidón de Maíz ....................................................................... …",G00074704-02-Cortipyren_B_web
G00075106-08-filten-web#1750,"¿Cuál es el principio activo presente en cada comprimido ranurado de FILTEN® 3,125?","FARMACOCINÉTICA:  Cada comprimido ranurado de FILTEN® 3,125 contiene: Carvedilol ........................................................................................3,125 mg Excipientes: Lactosa monohidrato, Almidón de maíz, Croscaramel…",G00075106-08-filten-web
G00075902-04-gadoprild-web#1850,¿Es GADOPRIL D contraindicado en pacientes con angioedema hereditario o idiopático?,"CONTRAINDICACIONES:  GADOPRIL® D esta contraindicado en pacientes con hipersensibilidad a cualquiera de los componentes del producto, pacientes con antecedentes de angioedema relacionado a tratamientos previos con un IECA y  en  pacientes  …",G00075902-04-gadoprild-web
G00076301-16-Gammatet_T-web#1900,¿Cuál es el volumen del principio activo en la dosis de 75 UI*?,"Venta Bajo Receta Industria Argentina  500 UI*  250 UI*  75   UI* 1,0 mg 0,5 ml  75   UI* 1,0 mg 0,5 ml  330,0 mg 41,0 mg 8,8 mg 2,0 ml  165,0 mg 20,5 mg 4,4 mg 1,0 ml",G00076301-16-Gammatet_T-web
G00076604-04-elafax-web#1950,¿Cuál es el peso total de los componentes de la cápsula de gelatina?,"................................................................................. 9,300 mg Myglyol 812 ............................................................................ 0,900 mg Etilcelulosa ......................................…",G00076604-04-elafax-web
G00076702-09-elafax-web#2050,¿Cuál es el efecto adverso gastrointestinal más frecuente asociado al uso de venlafaxina?,REACCIONES ADVERSAS:  Efectos  adversos  comúnmente  observados  en  ensayos  clínicos controlados Los  efectos  adversos  más  comúnmente  observados  asociados  con  el uso de venlafaxina (incidencia del 5% o mayor) y no observados con un…,G00076702-09-elafax-web
G00076803-05-elafax-web#2100,¿Qué efectos adversos puede presentar el tratamiento con venlafaxina?,"colesterol sérico. Los pacientes tratados con venlafaxina sufrieron un incremento en los valores de colesterol total entre 1,5 y 7,9 mg/dL (8-24 semanas de tratamiento). Este incremento fue dependiente de la duración del tratamiento, y tien…",G00076803-05-elafax-web
G00077101-11-INSOMNIUM#2150,¿Cuál es el tratamiento recomendado para una sobredosis de zopiclona?,Notificación de Sospecha de Reacciones Adversas:  Es importante notificar la sospecha de reacciones adversas al  medicamento  tras  su  autorización. Ello  permite  una  supervisión  continuada  de  la  relación  beneficio/riesgo  del  medi…,G00077101-11-INSOMNIUM
G00078104-18-novacef-web#2250,¿Cuál es la dosis recomendada en adultos para el medicamento NOVACEF®?,"informe a su médico todos los medicamentos que toma. Por ejemplo: • Medicamentos que dañan los riñones, como: • Antibióticos como los aminoglucósidos, la colistina y la polimixina. • Medicamentos que aumentan la cantidad de orina que produc…",G00078104-18-novacef-web
G00078202-09-Lercadip_web#2300,¿Cuál es el peso total del excipiente Almidón glicolato sódico en cada comprimido recubierto de LERCADIP?,".................................................... 39,000 mg Polivinilpirrolidona ........................................... ................... 4,500 mg Almidón glicolato de sodio ................................................. 15,500…",G00078202-09-Lercadip_web
G00078705-13-paxon-d-web#2350,¿Cuál es el peso del principio activo Losartán potásico en cada comprimido recubierto de PAXON D?,ACCIÓN FARMACOLÓGICA: Cada comprimido recubierto de PAXON® D contiene: Losartán potásico ............................................................................... 50 mg Hidroclorotiazida ...............................................…,G00078705-13-paxon-d-web
G00078705-13-paxon-d-web#2400,"¿Cuál es el peso del principio activo Losartán Potásico en cada comprimido recubierto de PAXON® D 100/12,5?","Compuesto por: Etanol/Metanol, Goma laca, Cera carnauba y Cera blanca. Cada comprimido recubierto de PAXON® D 100/12,5 contiene: Losartán Potásico ...........................................................................100 mg Hidroclorot…",G00078705-13-paxon-d-web
G00078803-02-prograf-web#2450,¿Cuál es el síndrome ocular raro asociado con este medicamento?,han observado reacciones alérgicas y anafilactoides. Trastornos endocrinos Raros: hirsutismo. Trastornos del metabolismo y de la nutrición Muy frecuentes: Frecuentes: Poco frecuentes: Trastornos psiquiátricos Muy frecuentes: Frecuentes: Poc…,G00078803-02-prograf-web
G00079203-10-damsel-web#2500,¿Cuál es el efecto adverso grave más frecuente en mujeres usuarias del AOC?,Frecuencia de las reacciones adversas: Frecuentes >1/100 a <1/10  Poco frecuentes ≥1/1.000 a <1/100  Raras ≥1/10.000 a < 1/1.000  Trastornos del sistema inmunológico  Trastornos psiquiátricos  Ánimo depresivo  Trastornos del sistema nervios…,G00079203-10-damsel-web
G00080002-05-drimux-web#2550,¿Cuál es el ajuste diario recomendado para la dosis de Espirónolactona en pacientes con insuficiencia cardíaca?,"tos, tal co mo se re co mien da en hi­ per ten sión esen cial. Se re co mien da in ge rir DRI MUX® A una vez al día con el de sa yu no (los ali men tos no in ter fie­ ren en su ab sor ción); el ajus te de do sis de be rá rea li zar se ca da…",G00080002-05-drimux-web
G00080702-04-GADOFEM-web#2600,¿El uso de terapia hormonal puede incrementar el riesgo de tromboembolismo venoso en pacientes con factores de riesgo conocidos?,"el riesgo de infarto de miocardio no fatal, embolia pulmonar y tromboflebitis. b. Tromboembolismo venoso (TEV) En el estudio Women’s Health Initiative (WHI) se observó un aumento en el riesgo de TEV en las mujeres que recibieron EC en compa…",G00080702-04-GADOFEM-web
G00081003-05-damsella-web#2650,¿Los anticonceptivos orales que contienen 50 microgramos o más de estrógenos aumentan el riesgo de enfermedad vascular?,y cantidad absoluta de progestágeno usado en el anticonceptivo. La cantidad de ambas hormonas debe ser tenida en cuenta al momento de elegir un anticonceptivo oral. Los principios de la buena práctica terapéutica recomiendan minimizar la ex…,G00081003-05-damsella-web
G00081202-17-ProspectoWebRisperin#2700,¿Cuál es la dosis inicial recomendada para adultos sanos tratados con risperidona?,"PRECAUCIONES:  Hipotensión  ortostática:  Risperidona  puede  inducir  hipotensión ortostática asociada con vértigo, taquicardia y en algunos pacientes, síncope, sobre todo durante el período inicial de titulación de dosis, probablemente re…",G00081202-17-ProspectoWebRisperin
G00081407-13-sinlip-web#2750,¿Cuál es el medicamento que debe usarse con precaución en pacientes con factores predisponentes a la miopatía?,"ADVERTENCIAS Y PRECAUCIONES:  Efectos musculoesqueléticos Con los inhibidores de la HMG-CoA reductasa, incluido rosuvastatina, se informaron casos de miopatía y rabdomiólisis con insuficiencia renal aguda secundaria a mioglobinuria. Estos r…",G00081407-13-sinlip-web
G00082402-14-ProspectoWebTamoxifeno#2850,¿Cuántos meses después de dejar de tomar TAMOXIFENO GADOR no debe quedar embarazada?,"diga. La dosis usual es de 20 mg a 40 mg de TAMOXIFENO GADOR, pero puede variar de acuerdo a la indicación y las la situación de cada paciente. Normalmente TAMOXIFENO GADOR se toma una o dos veces al día, todos los días. Trague los comprimi…",G00082402-14-ProspectoWebTamoxifeno
G00082701-12-ProspectoWebTridestanN#2900,¿Cómo se deben tomar los comprimidos de TRIDESTAN® N si no se ha tomado ningún anticonceptivo hormonal previamente?,"sección “Toma de TRIDESTAN® N con otros medicamentos”). Este medicamento, al igual que otros anticonceptivos hormonales, no protege frente a las enfermedades de transmisión sexual incluyendo la infección por VIH (SIDA) o cualquier otra. ¿Có…",G00082701-12-ProspectoWebTridestanN
G00087203-06-april-28-web#2950,¿Puede comenzar a tomar APRIL®28 el primer día del ciclo si no ha usado un anticonceptivo hormonal en el mes anterior?,"mismo día de la semana y que la hemorragia por deprivación debe ocurrir en los mismos días cada mes. Si toma APRIL®28 de esta forma, también estará protegida frente al embarazo durante los 7 días en los que toma los comprimidos blancos iner…",G00087203-06-april-28-web
G00088203-02-gavin-web#3000,¿Cuál es el porcentaje de depuración de pregabalina inducido por los procedimientos de hemodiálisis estándar en 4 horas?,"potencialmente fatales con otros medicamentos que causan depresión del SNC, en particular los medicamentos opioides, y con el alcohol. Dependencia En estudios clínicos, después de una suspensión abrupta o rápida de pregabalina, algunos paci…",G00088203-02-gavin-web
G00089303-02-prografxl-web#3050,¿El tacrolimus se excreta en la leche materna humana?,"de iniciar el tratamiento con tacrolimus. Raros: Desconocidos: de coagulación y hemorragia anormales, microangiopatía trombótica. púrpura trombocitopénica trombótica, hipoprotrombinemia. eritroblastopenia, agranulocitosis, anemia hemolítica…",G00089303-02-prografxl-web
G00093102-03-SOMIT-_CR-web#3100,¿Cuál es el efecto que tiene la ingesta de alimentos en la absorción del zolpidem?,"FARMACOCINÉTICA:  SOMIT®  CR  exhibe  características  de  absorción  bifásica  lo  cual resulta en una absorción inicial rápida en el tracto gastrointestinal similar  a  zolpidem  de  liberación  inmediata,  produciendo  de  esta forma con…",G00093102-03-SOMIT-_CR-web
G00096804-03-web#3150,¿Cuántos comprimidos del medicamento HIPOGLUT® debe tomar al día un paciente?,"ninguna comida cuando está tomando HIPOGLUT®. Trague el comprimido al menos con medio vaso de agua. No parta ni mastique los comprimidos. ¿Cuánto tomar? La dosis de HIPOGLUT® depende de sus necesidades, estado y resultados de sus análisis d…",G00096804-03-web
G00100201-00-ProspectoWebTonibral#3200,¿La memantina inhibe la flavina monooxigenasa en ensayos in vitro?,"(en dos tomas diarias), las mujeres presentaron una exposición aproximadamente 45% mayor que los hombres, pero no se registró ninguna diferencia en la exposición al considerar el peso corporal. Interacciones medicamentosas Sustratos de Enzi…",G00100201-00-ProspectoWebTonibral
G00101203-00-HipoglutMetWeb#3250,¿La administración oral de Glimepirida durante el embarazo aumenta el número de muertes fetales?,FERTILIDAD:  Glimepirida Estudios  de  por  vida  en  ratas  no  revelaron  ningún  potencial carcinogénico. En  ratones  hubo  incremento  de  la  incidencia de hiperplasia de las células de los islotes y adenomas: estos son considerados r…,G00101203-00-HipoglutMetWeb
G00105201-02-ProspectoWebRisperinSolOral#3300,¿Cuál es el volumen de distribución del medicamento Risperidona?,"ACCIÓN FARMACOLÓGICA:  Risperidona  es  un  antagonista  monoaminérgico  selectivo. Posee una alta afinidad por los receptores serotoninérgicos 5-HT2 y dopaminérgicos D2. Risperidona se une también a los receptores adrenérgicos α1, y con me…",G00105201-02-ProspectoWebRisperinSolOral
G00108303-06-atripla-web#3400,¿Cuál es el fármaco que puede cambiar los parámetros farmacocinéticos del tenofovir?,"Tabla 3. Interacciones farmacológicas:  Cambios en los parámetros farmacocinéticos del tenofovir en presencia del fármaco administrado concomitantementea,b  Fármaco administrado concomitantemente",G00108303-06-atripla-web
G00108303-06-atripla-web#3450,¿Cuál es la incidencia de erupciones en los pacientes pediátricos que recibieron tratamiento con FTC?,"de las reacciones adversas en estos tres estudios fueron parecidos a los observados en los pacientes adultos, salvo por una mayor incidencia de las erupciones, que se notificaron en el 32% (59/182) de los pacientes pediátricos, en comparaci…",G00108303-06-atripla-web
G00117703-04-GADOLIP-Prospecto-web#3550,¿Cuál es el principio activo principal en cada cápsula de liberación prolongada de GADOLIP® 135?,"Citrato de trietilo ..................................................................1,2 mg Dióxido de silício coloidal ...................................................0,92 mg Estearilfumarato sódico ....................................…",G00117703-04-GADOLIP-Prospecto-web
G00121601-02-Desensyl-Max-web#3600,¿Qué principio activo contiene el medicamento CREMA DENTAL DESENSIBILIZANTE DE RAPIDA ACCIÓN?,CREMA DENTAL DESENSIBILIZANTE DE RAPIDA ACCIÓN Industria Argentina CON ACETATO DE ESTRONCIO Y FLUORURO DE SODIO • DESENSIBILIZA • EVITA LA CARIES • PROTEGE LAS ENCIAS,G00121601-02-Desensyl-Max-web
G00127802-03-Deslafax-web#3650,¿Cuál es el medicamento que puede causar hipotensión ortostática sistólica en pacientes ≥ 65 años?,"disfunción eréctil, disfunción sexual (* en varones y mujeres, el resto en varones). Vasculares: Tuforadas. Otras reacciones adversas Otras reacciones adversas menos frecuentes, informadas en < 2% de los pacientes con trastorno depresivo ma…",G00127802-03-Deslafax-web
G00139604-04-femiden-web#3700,¿Cuántos días después del olvido de un comprimido activo se debe utilizar un método de barrera?,"anticonceptiva. La mujer deberá tomar el comprimido apenas lo recuerde y, luego, continuará tomando los demás comprimidos a la hora habitual. En caso de haber transcurrido más de 24horas desde que olvidó tomar cualquiera de los comprimidos …",G00139604-04-femiden-web
G00146101-02-Squam-Doble-Fluor-web#3750,¿SQUAM Doble Flúor es un producto indicado para la higiene bucal diaria e intensa?,"Indicaciones y Modo de Uso:  SQUAM® Doble Flúor está destinado como  protector contra las caries. SQUAM® Doble Flúor utilizado en el cepillado diario, neutraliza los factores que provocan la  desmineralización  del  esmalte  dental,  sin  i…",G00146101-02-Squam-Doble-Fluor-web
G00152103-05-Stribild_web#3800,¿Qué código ATC tiene el medicamento STRIBILD?,1 ACCIÓN TERAPÉUTICA:  STRIBILD® es una combinación de dosis fija de los medicamentos antivirales elvitegravir (reforzado con el inhibidor de la CYP3A cobicistat) emtricitabina y tenofovir disoproxil fumarato (tenofovir DF). CÓDIGO ATC: J05…,G00152103-05-Stribild_web
G00152103-05-Stribild_web#3850,¿Cuántas veces al día se debe tomar naloxona según el prospecto?,NA:  29  GS-331007f  Naloxona  4-6 una vez por día  150 una vez por día  150 una vez por día,G00152103-05-Stribild_web
G00152103-05-Stribild_web#3900,¿Se observaron malformaciones en ratas preñadas al administrar cobicistat a dosis de hasta 125 mg/kg/día?,"300, 1000 y 2000 mg/kg desde el día 7 de gestación hasta el día 20 de lactancia. Con dosis de 2000 mg/kg/día de elvitegravir, no se observó toxicidad materna ni del desarrollo. Las exposiciones sistémicas (ABC) con esta dosis fueron 18 vece…",G00152103-05-Stribild_web
G00157803-05-dimeful-web#3950,¿Cuál es la frecuencia del evento adverso rubefacción en pacientes tratados con dimetilfumarato?,"Las reacciones adversas más frecuentes en los pacientes tratados con:  dimetilfumarato  fueron  rubefacción  (35%)  y  síntomas  gastrointestinales (diarrea (14%), náuseas (12%), dolor abdominal (10%), dolor en la  parte  superior  del  abd…",G00157803-05-dimeful-web
G00159600-03-PYXIS#4000,¿Cuál es el efecto que puede ocurrir si se administra perampanel en combinación con otros depresores del sistema nervioso central?,"Suspensión del tratamiento u olvido de dosis:  Reacción por drogas con eosinofilia y síntomas sistémicos (síndrome de DRESS), también conocido como Hipersensibilidad  multiorgánica,  ha  sido  reportado  en  pacientes  que  toman  medicamen…",G00159600-03-PYXIS
G00159600-03-PYXIS#4050,¿Cuál es el efecto del perampanel en el clearance aparente en pacientes con insuficiencia renal leve?,"A y B, respectivamente) en comparación con 12 sujetos sanos y emparejados en cuanto a los datos demográficos. La exposición total de perampanel (libre y unido a proteínas), AUC0-inf, fue 50% mayor en los sujetos con insuficiencia hepática l…",G00159600-03-PYXIS
G00159600-03-PYXIS#4150,¿Se recomienda un aumento de dosis en pacientes ancianos que toman perampanel?,"ADVERTENCIAS:  Ideación suicida:  Pacientes de edad avanzada (65 años y mayores):  En un análisis farmacocinético poblacional de pacientes con crisis de inicio parcial y crisis tónico-clónicas generalizadas  primarias,  con  edades  compren…",G00159600-03-PYXIS
G00159600-03-PYXIS#4200,¿Cómo se debe tomar perampanel según el prospecto?,Posología:  lograr el equilibrio entre la eficacia y la tolerabilidad. Perampanel se debe tomar por vía oral una vez al día antes de acostarse.,G00159600-03-PYXIS
G00159600-03-PYXIS#4250,¿El perampanel es un inductor o inhibidor potente del citocromo P450?,"Interacciones farmacológicas:  Anticonceptivos orales:  Perampanel contiene lactosa; por lo tanto, los pacientes con intolerancia hereditaria a galactosa, insuficiencia de lactasa  de Lapp (insuficiencia observada en ciertas poblaciones de …",G00159600-03-PYXIS
